prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.286,0.106,0.42,0.188,3052310,respiratory,respiratory
0.086,0.106,0.046,0.762,40057,vector,vector
0.438,0.074,0.084,0.404,11709,direct contact,direct contact
0.084,0.036,0.024,0.856,3048168,vector,vector
0.59,0.11,0.116,0.184,194441,direct contact,direct contact
0.09,0.24,0.506,0.164,693997,faecal-oral,respiratory
0.302,0.078,0.106,0.514,1933191,vector,vector
0.32,0.058,0.242,0.38,1933189,vector,vector
0.212,0.128,0.428,0.232,3052477,respiratory,respiratory
0.276,0.156,0.18,0.388,3052390,vector,vector
0.464,0.122,0.208,0.206,3052505,direct contact,direct contact
0.288,0.23,0.236,0.246,3052456,vector,direct contact
0.398,0.168,0.232,0.202,1330524,faecal-oral,direct contact
0.214,0.312,0.182,0.292,2003652,faecal-oral,faecal-oral
0.072,0.022,0.026,0.88,11029,vector,vector
0.082,0.052,0.02,0.846,11024,vector,vector
0.462,0.054,0.046,0.438,3051375,direct contact,direct contact
0.65,0.086,0.112,0.152,3052557,direct contact,direct contact
0.34,0.12,0.102,0.438,3052610,direct contact,vector
0.256,0.16,0.196,0.388,3052413,vector,vector
0.054,0.026,0.012,0.908,11036,vector,vector
0.336,0.09,0.076,0.498,1972573,vector,vector
0.356,0.096,0.432,0.116,3052325,respiratory,respiratory
0.104,0.062,0.036,0.798,11021,vector,vector
0.316,0.1,0.246,0.338,3052514,vector,vector
0.26,0.11,0.08,0.55,12110,direct contact,vector
0.57,0.088,0.13,0.212,1987017,direct contact,direct contact
0.372,0.14,0.104,0.384,11983,faecal-oral,vector
0.222,0.132,0.46,0.186,3052503,respiratory,respiratory
