prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.285,0.15,0.44,0.125,3052303,respiratory,respiratory
0.125,0.15,0.1,0.625,2747210,vector,vector
0.43,0.18,0.105,0.285,138950,direct contact,direct contact
0.125,0.075,0.12,0.68,3048440,vector,vector
0.54,0.065,0.115,0.28,3049954,direct contact,direct contact
0.25,0.12,0.075,0.555,351073,faecal-oral,vector
0.34,0.11,0.15,0.4,3052426,vector,vector
0.1,0.04,0.01,0.85,3048225,vector,vector
0.325,0.105,0.385,0.185,3052480,respiratory,respiratory
0.35,0.07,0.175,0.405,1933190,vector,vector
0.505,0.03,0.08,0.385,11723,direct contact,direct contact
0.395,0.075,0.09,0.44,1972574,vector,vector
0.245,0.19,0.335,0.23,1239570,faecal-oral,respiratory
0.21,0.22,0.085,0.485,28875,faecal-oral,vector
0.36,0.1,0.15,0.39,3052444,vector,vector
0.1,0.03,0.04,0.83,3048168,vector,vector
0.535,0.065,0.115,0.285,38767,direct contact,direct contact
0.63,0.045,0.09,0.235,249583,direct contact,direct contact
0.605,0.09,0.09,0.215,3052458,direct contact,direct contact
0.29,0.075,0.32,0.315,3052514,vector,respiratory
0.14,0.065,0.025,0.77,48543,vector,vector
0.24,0.1,0.195,0.465,3052397,vector,vector
0.12,0.13,0.585,0.165,290028,respiratory,respiratory
0.25,0.04,0.01,0.7,3048175,vector,vector
0.34,0.07,0.145,0.445,1933191,vector,vector
0.465,0.105,0.13,0.3,1897087,direct contact,direct contact
0.67,0.185,0.055,0.09,194443,direct contact,direct contact
0.155,0.155,0.56,0.13,693997,faecal-oral,respiratory
0.11,0.175,0.565,0.15,694003,respiratory,respiratory
