prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.086,0.274,0.528,0.112,290028,respiratory,respiratory
0.198,0.03,0.002,0.77,37124,vector,vector
0.502,0.122,0.14,0.236,338478,direct contact,direct contact
0.198,0.048,0.028,0.726,3052464,vector,vector
0.632,0.156,0.038,0.174,194441,direct contact,direct contact
0.358,0.176,0.188,0.278,1803956,faecal-oral,direct contact
0.284,0.13,0.256,0.33,3052676,vector,vector
0.294,0.114,0.122,0.47,3052401,vector,vector
0.42,0.252,0.038,0.29,2846071,respiratory,direct contact
0.248,0.136,0.128,0.488,3052387,vector,vector
0.514,0.072,0.05,0.364,3052345,direct contact,direct contact
0.09,0.05,0.012,0.848,60877,vector,vector
0.352,0.268,0.146,0.234,2003649,faecal-oral,direct contact
0.306,0.18,0.092,0.422,11983,faecal-oral,vector
0.326,0.15,0.118,0.406,3052444,vector,vector
0.064,0.032,0.02,0.884,3048225,vector,vector
0.502,0.09,0.098,0.31,3048148,direct contact,direct contact
0.596,0.06,0.09,0.254,249583,direct contact,direct contact
0.51,0.072,0.094,0.324,38767,direct contact,direct contact
0.136,0.104,0.024,0.736,40058,vector,vector
0.238,0.158,0.024,0.58,204269,vector,vector
0.332,0.082,0.056,0.53,1972572,vector,vector
0.232,0.1,0.424,0.244,1980456,respiratory,respiratory
0.074,0.098,0.038,0.79,40053,vector,vector
0.166,0.074,0.06,0.7,3046277,vector,vector
0.362,0.156,0.066,0.416,138948,direct contact,vector
0.2,0.076,0.01,0.714,3048184,direct contact,vector
0.208,0.14,0.14,0.512,2956252,faecal-oral,vector
0.228,0.108,0.43,0.234,3052474,respiratory,respiratory
