prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.06801657,0.0058814078,0.91652995,0.009572093,3052310,respiratory,respiratory
0.0032563861,0.0032183945,0.0010348784,0.99249035,3048443,vector,vector
0.9343858,0.04116268,0.007569369,0.016882202,3049954,direct contact,direct contact
0.43709555,0.0048667807,0.008116563,0.5499211,3052426,vector,vector
0.21969703,0.010604805,0.00621405,0.7634841,3051375,direct contact,vector
0.0245579,0.025218418,0.94539565,0.0048279953,67605,faecal-oral,respiratory
0.019190265,0.4849004,0.12299073,0.37291858,77763,vector,faecal-oral
0.00072006864,0.00042769816,0.00023924542,0.998613,3052463,vector,vector
0.16629942,0.71007174,0.027000098,0.09662874,3052501,respiratory,faecal-oral
0.00043386949,0.002906258,0.00038218312,0.99627763,3048440,vector,vector
0.03192893,0.02682251,0.82201153,0.11923699,3052314,direct contact,respiratory
0.022221556,0.031226743,0.056608565,0.88994306,3052676,vector,vector
0.08545899,0.8280388,0.06431405,0.022188162,72149,faecal-oral,faecal-oral
0.0371304,0.024009774,0.020683507,0.91817635,351073,faecal-oral,vector
0.014583345,0.0013910794,0.0012246438,0.98280096,11034,vector,vector
0.09075733,0.0084444545,0.0006171381,0.90018106,3052464,vector,vector
0.815272,0.012351373,0.008314004,0.16406268,3052560,direct contact,direct contact
0.9960368,0.0017175237,0.0007435487,0.0015021237,3052458,direct contact,direct contact
0.7782004,0.093920395,0.05662954,0.07124972,3052610,direct contact,direct contact
0.2633734,0.0073574972,0.023674117,0.705595,204269,vector,vector
0.121497706,0.042747986,0.033598233,0.8021561,11024,vector,vector
0.009859379,0.022659073,0.017652659,0.9498289,3052456,vector,vector
0.06925873,0.049128372,0.7535525,0.1280604,3052303,respiratory,respiratory
0.03546304,0.007484413,0.012411203,0.94464135,11033,vector,vector
0.0011799966,0.0029037164,0.0004766849,0.9954396,3048168,vector,vector
0.028611813,0.0019641768,0.0008134491,0.9686105,3048233,direct contact,vector
0.5556469,0.005342019,0.0026232472,0.4363878,11723,direct contact,direct contact
0.027413892,0.9032912,0.062136788,0.0071580824,2003652,faecal-oral,faecal-oral
0.0029954698,0.16587877,0.8276471,0.003478642,694003,respiratory,respiratory
