prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.062516674,0.024639621,0.8991946,0.013649149,277944,respiratory,respiratory
0.19176735,0.0635725,0.108282596,0.6363776,3046277,vector,vector
0.36490527,0.08631803,0.05491292,0.49386376,11642,direct contact,vector
0.041686743,0.0053810887,0.0057181944,0.94721395,1933190,vector,vector
0.992466,0.0019907043,0.0021695388,0.0033737642,2951619,direct contact,direct contact
0.034164358,0.9336934,0.02157251,0.0105697345,2003651,faecal-oral,faecal-oral
0.008073344,0.014442221,0.0030270708,0.9744573,11039,vector,vector
0.010559197,0.005107852,0.005495406,0.9788375,2083199,vector,vector
0.03369042,0.012731582,0.9461318,0.007446236,3052474,respiratory,respiratory
0.013248191,0.0070234374,0.0065056426,0.9732228,3047817,vector,vector
0.8379921,0.023638194,0.037536655,0.100833066,3052556,direct contact,direct contact
0.0052414136,0.0032011836,0.0026246752,0.9889327,2169701,vector,vector
0.7963867,0.06522571,0.04801006,0.09037754,95342,faecal-oral,direct contact
0.54423237,0.086472176,0.09669596,0.27259955,351073,faecal-oral,direct contact
0.00054539443,0.00066360296,0.0006340845,0.99815696,3048215,vector,vector
0.049780026,0.0058938046,0.0061518257,0.93817437,3052456,vector,vector
0.8756606,0.024949668,0.020413738,0.078976,338079,direct contact,direct contact
0.8586254,0.1100851,0.014753924,0.016535528,194440,direct contact,direct contact
0.98344177,0.010167392,0.0039752643,0.0024155914,194443,direct contact,direct contact
0.028696245,0.06342635,0.006082508,0.9017949,1972576,vector,vector
0.06821833,0.039010648,0.008883423,0.88388765,11318,vector,vector
0.004435547,0.0024479444,0.0031912616,0.98992527,3052389,vector,vector
0.008649313,0.00560876,0.9744728,0.011269105,3052302,respiratory,respiratory
0.013240736,0.00854706,0.004990158,0.9732221,60876,vector,vector
0.0068368893,0.004223763,0.0029962247,0.9859431,3047385,vector,vector
0.83798957,0.11020683,0.0068184608,0.044985153,147711,direct contact,direct contact
0.9121719,0.0051496956,0.006259429,0.076418996,3052461,direct contact,direct contact
0.14298077,0.73727304,0.081482545,0.03826368,1330491,faecal-oral,faecal-oral
0.02923593,0.021474976,0.9376376,0.011651429,3052493,respiratory,respiratory
