prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.104691975,0.07175521,0.8016396,0.021913173,290028,respiratory,respiratory
0.01003125,0.0032495116,0.0013587544,0.98536044,3048459,vector,vector
0.2931735,0.03428434,0.5950723,0.077469826,1987017,direct contact,respiratory
0.007246991,0.005578575,0.0012734504,0.98590106,3048168,vector,vector
0.203907,0.49914128,0.051668905,0.2452828,3052610,direct contact,faecal-oral
0.12392786,0.7068185,0.11272096,0.05653262,2003652,faecal-oral,faecal-oral
0.012617056,0.006681036,0.035673928,0.945028,1933189,vector,vector
0.015242749,0.0055196024,0.0028537735,0.97638386,3052418,vector,vector
0.08199189,0.008311978,0.71900773,0.19068842,3052303,respiratory,respiratory
0.058955476,0.010501434,0.0067785126,0.9237645,1972572,vector,vector
0.32575646,0.09537259,0.045069378,0.53380156,3052230,direct contact,vector
0.002170166,0.0044868384,0.0011646955,0.9921783,3048225,vector,vector
0.44579083,0.42142963,0.1017821,0.030997474,1330524,faecal-oral,direct contact
0.038636774,0.014790585,0.004013108,0.9425595,1348384,faecal-oral,vector
0.031665664,0.058730427,0.006760693,0.90284324,3052426,vector,vector
0.13685165,0.0055570067,0.013185334,0.844406,1933190,vector,vector
0.9209077,0.04430679,0.011234492,0.023551004,3052557,direct contact,direct contact
0.36788478,0.50423443,0.031195132,0.0966857,3049954,direct contact,faecal-oral
0.6596549,0.029580664,0.011078247,0.29968616,3052223,direct contact,direct contact
0.0139115,0.1157054,0.0139528075,0.8564303,3052440,vector,vector
0.041175887,0.007253528,0.003809602,0.947761,11034,vector,vector
0.014224207,0.013554834,0.0022715612,0.96994936,3048440,vector,vector
0.0091264155,0.0028661906,0.98027873,0.0077285958,3052480,respiratory,respiratory
0.0029479926,0.002531703,0.0012849516,0.9932354,3048448,vector,vector
0.029949896,0.0012866193,0.0022534258,0.9665101,11024,vector,vector
0.5924382,0.24723634,0.059238933,0.10108649,11676,direct contact,direct contact
0.78452724,0.06709934,0.022208394,0.12616503,3052345,direct contact,direct contact
0.06461093,0.055156678,0.7067079,0.17352447,1239573,faecal-oral,respiratory
0.39423305,0.09575571,0.027497746,0.4825135,2846071,respiratory,vector
