prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0679009,0.002058312,0.9187836,0.011257149,3052331,respiratory,respiratory
0.002246788,0.0018113032,0.0005122315,0.99542964,3048225,vector,vector
0.75453013,0.021732487,0.0103109265,0.21342649,11292,direct contact,direct contact
0.0073707122,0.0013589629,0.0003972714,0.990873,3052466,vector,vector
0.077468045,0.0043038037,0.018002033,0.9002262,3048233,direct contact,vector
0.017989097,0.9776022,0.001784843,0.002623861,2003649,faecal-oral,faecal-oral
0.44113335,0.007906659,0.010786556,0.5401734,3052465,vector,vector
0.31096506,0.014604742,0.028347734,0.64608246,1972578,vector,vector
0.013201772,0.00046553963,0.96965235,0.016680298,3052307,respiratory,respiratory
0.0029405446,0.0011332696,0.0014969214,0.99442923,2083199,vector,vector
0.9826089,0.007527546,0.003946453,0.0059171394,3052223,direct contact,direct contact
0.002272917,0.0031400614,0.0023949677,0.9921921,2748762,vector,vector
0.012733548,0.020051539,0.86396056,0.103254355,693997,faecal-oral,respiratory
0.0051006083,0.9935882,0.0006589931,0.0006522256,2003651,faecal-oral,faecal-oral
0.07474248,0.10718,0.10909036,0.7089871,3052456,vector,vector
0.01807118,0.06835389,0.0055975546,0.9079774,3052381,vector,vector
0.86387,0.0012231272,0.0037249136,0.13118191,2955465,direct contact,direct contact
0.41369605,0.0061807316,0.0046355953,0.5754876,2951619,direct contact,vector
0.9598671,0.032303825,0.0011655019,0.0066635157,3049953,direct contact,direct contact
0.0075663896,0.0010466586,0.00259453,0.98879236,48543,vector,vector
0.014678886,0.0003974069,0.0024978986,0.9824258,3048168,vector,vector
0.121720925,0.20215441,0.012346339,0.6637783,3052401,vector,vector
0.2734353,0.57590604,0.06920832,0.081450365,1335626,respiratory,faecal-oral
0.032733537,0.017144643,0.002595178,0.9475267,3052397,vector,vector
0.024050917,0.004091513,0.029553667,0.9423039,11024,vector,vector
0.9974136,0.0019811292,0.00016829706,0.00043700257,3052460,direct contact,direct contact
0.49679166,0.49949571,0.0020020388,0.001710603,138948,direct contact,faecal-oral
0.10598603,0.88467765,0.004474578,0.004861731,1239573,faecal-oral,faecal-oral
0.07877101,0.01791266,0.5039648,0.39935154,3052499,respiratory,respiratory
