prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0069870017,0.00094580883,0.98416024,0.00790689,3052299,respiratory,respiratory
0.014812231,0.002403985,0.38188526,0.60089856,3052684,vector,vector
0.80443746,0.17336117,0.021718599,0.0004827329,463676,direct contact,direct contact
0.0068058833,0.05569467,0.0122608105,0.92523867,1972577,vector,vector
0.39686006,0.14373608,0.43235224,0.027051557,147711,direct contact,respiratory
0.26719248,0.72906035,0.002271185,0.0014759306,2003650,faecal-oral,faecal-oral
0.0042602243,0.00037978278,0.0004429047,0.99491715,3048175,vector,vector
0.0007311242,0.00048903783,0.0003387639,0.99844104,3047385,vector,vector
0.008021886,0.02357106,0.93558586,0.03282114,3052789,respiratory,respiratory
0.00108974,0.0006769379,0.0018362978,0.9963971,11029,vector,vector
0.3946093,0.56723267,0.011017179,0.027140824,138951,direct contact,faecal-oral
0.002811857,0.0009446635,0.0005872148,0.99565625,3048443,vector,vector
0.3577868,0.39349315,0.039584715,0.20913534,351073,faecal-oral,faecal-oral
0.0071080304,0.014033746,0.002130995,0.9767272,1348384,faecal-oral,vector
0.0071445326,0.0006287845,0.0022764045,0.9899503,37124,vector,vector
0.62799025,0.048635494,0.15954164,0.16383266,11024,vector,direct contact
0.96336085,0.013807095,0.0044587664,0.018373333,12475,direct contact,direct contact
0.9662762,0.008416256,0.013371286,0.011936226,338478,direct contact,direct contact
0.98966765,0.00500858,0.0011724656,0.004151322,11642,direct contact,direct contact
0.0013740825,0.0008866956,0.005751078,0.9919882,3052389,vector,vector
0.0009166311,0.0005769221,0.00058011874,0.99792635,3046277,vector,vector
0.0020305826,0.012663154,0.002425819,0.9828804,1972579,vector,vector
0.055541508,0.047052298,0.6747308,0.22267538,3052503,respiratory,respiratory
0.008588385,0.00080052693,0.0019304386,0.9886806,2169701,vector,vector
0.12187969,0.013165128,0.013487695,0.85146743,1972576,vector,vector
0.843925,0.016386246,0.00846309,0.13122569,3049952,direct contact,direct contact
0.720466,0.00080981344,0.0006072422,0.27811688,1897087,direct contact,direct contact
0.4277279,0.08214574,0.032539703,0.45758668,1239570,faecal-oral,vector
0.008025357,0.0052256193,0.9361062,0.050642814,3052489,respiratory,respiratory
