prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.0,0.0,0.0,1.0,3048300,respiratory,vector
0.0,0.0,0.0,1.0,3048168,vector,vector
0.46544288610642315,0.35957712685520615,0.0,0.17497998703837062,11709,direct contact,direct contact
0.18309231404151405,0.0,0.0,0.8169076859584858,3052440,vector,vector
1.0,0.0,0.0,0.0,2951618,direct contact,direct contact
0.42469403797792393,0.40638411872038327,0.16892184330169277,0.0,1678143,faecal-oral,direct contact
0.0,0.0,0.0,1.0,3048448,vector,vector
0.0,0.0,0.0,1.0,60875,vector,vector
0.0,0.0,0.8577114931628715,0.14228850683712846,3052470,respiratory,respiratory
0.15127019855064924,0.0,0.0,0.8487298014493507,40058,vector,vector
0.8242433333469348,0.17575666665306525,0.0,0.0,3049953,direct contact,direct contact
0.0,0.0,0.5829274371584252,0.4170725628415748,3052429,vector,respiratory
0.3384215027285066,0.6615784972714933,0.0,0.0,72149,faecal-oral,faecal-oral
0.16840893471359208,0.2733026524061695,0.0,0.5582884128802384,28875,faecal-oral,vector
0.2179147869403957,0.0,0.0,0.7820852130596043,3048175,vector,vector
0.0,0.0,0.0,1.0,11024,vector,vector
0.8946805227375599,0.10531947726244008,0.0,0.0,3052458,direct contact,direct contact
0.8771289493823625,0.1228710506176376,0.0,0.0,338079,direct contact,direct contact
0.273543877697178,0.0,0.0,0.726456122302822,3048184,direct contact,vector
0.0,0.0,0.0,1.0,40053,vector,vector
0.5993437021306534,0.0,0.0,0.40065629786934676,1933190,vector,direct contact
0.0,0.0,0.0,1.0,3048225,vector,vector
0.185905503825764,0.0,0.814094496174236,0.0,290028,respiratory,respiratory
0.0,0.0,0.30392968384139973,0.6960703161586003,3052514,vector,vector
0.0,0.0,0.0,1.0,204269,vector,vector
0.37905670322103524,0.3837325886428145,0.0,0.2372107081361502,3049954,direct contact,faecal-oral
0.20388236978957516,0.0,0.0,0.7961176302104249,3052610,direct contact,vector
0.7698445531885382,0.23015544681146172,0.0,0.0,1239570,faecal-oral,direct contact
0.0,0.0,0.7503197736722422,0.2496802263277577,1980456,respiratory,respiratory
