prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.19,0.035,0.08666666666666667,0.47722222222222227,0.11111111111111109,0.1,694009,3,3
0.09333333333333334,0.20666666666666667,0.09333333333333334,0.02675,0.06341666666666666,0.5165,60875,5,5
0.23,0.11333333333333333,0.13,0.10666666666666667,0.09007751937984497,0.32992248062015506,138950,0,5
0.11,0.24333333333333335,0.14,0.06,0.056666666666666664,0.39,48543,5,5
0.08,0.3667460317460317,0.05333333333333334,0.00675,0.050083333333333334,0.4430873015873016,3048158,1,5
0.13,0.07333333333333333,0.21666666666666667,0.15666666666666668,0.15666666666666668,0.26666666666666666,338079,2,5
0.13,0.19507936507936507,0.08333333333333333,0.08388888888888889,0.10452196382428941,0.40317644887412335,351073,4,5
0.05,0.1734126984126984,0.04666666666666667,0.04,0.06,0.629920634920635,40058,5,5
0.09333333333333334,0.12666666666666668,0.34,0.056666666666666664,0.07666666666666666,0.30666666666666664,11723,2,2
0.08,0.1,0.12333333333333334,0.09333333333333334,0.32,0.2833333333333333,3052458,4,4
0.08,0.2312121212121212,0.16666666666666666,0.030083333333333333,0.03675,0.45528787878787874,11033,1,5
0.06,0.16007936507936507,0.1,0.05,0.04007751937984496,0.5898431155407899,3052464,4,5
0.15,0.2966666666666667,0.24666666666666667,0.05,0.07,0.18666666666666668,12475,2,1
0.19666666666666666,0.16333333333333333,0.46,0.03333333333333333,0.08,0.06666666666666667,194441,2,2
0.06333333333333334,0.19666666666666666,0.14333333333333334,0.03666666666666667,0.06674418604651164,0.4932558139534884,11020,5,5
0.08,0.30666666666666664,0.043333333333333335,0.03675,0.06341666666666666,0.46983333333333327,3047375,5,5
0.13666666666666666,0.11,0.08333333333333333,0.24,0.1,0.33,1348384,0,5
0.1,0.14,0.09333333333333334,0.04666666666666667,0.48,0.14,3052303,1,4
0.06666666666666667,0.3234126984126984,0.17333333333333334,0.023333333333333334,0.043333333333333335,0.3699206349206349,204269,1,5
0.06666666666666667,0.11666666666666667,0.08333333333333333,0.056666666666666664,0.3434108527131783,0.3332558139534884,3052300,4,4
0.15,0.07007936507936509,0.11666666666666667,0.13,0.16333333333333333,0.3699206349206349,3052381,5,5
0.06333333333333334,0.25341269841269837,0.04666666666666667,0.03675,0.08349418604651163,0.5163431155407899,3047817,5,5
0.03,0.14666666666666667,0.07,0.056666666666666664,0.08674418604651163,0.6099224806201551,2955291,3,5
0.07,0.11007936507936508,0.09666666666666666,0.11008333333333332,0.19341666666666665,0.41975396825396827,3052684,5,5
0.10166666666666667,0.07166666666666667,0.11555555555555558,0.13,0.13666666666666666,0.44444444444444436,3052429,5,5
0.15666666666666668,0.12666666666666668,0.14333333333333334,0.08675,0.18341666666666667,0.3031666666666667,138948,0,5
0.13333333333333333,0.13666666666666666,0.12,0.16333333333333333,0.11666666666666667,0.33,2956252,0,5
0.05333333333333334,0.21666666666666667,0.06666666666666667,0.03675,0.08341666666666667,0.5431666666666666,11039,1,5
0.09333333333333334,0.08341269841269842,0.12666666666666668,0.17,0.24,0.2865873015873016,3052789,5,5
0.14333333333333334,0.02666666666666667,0.08,0.5766666666666667,0.08,0.09333333333333334,290028,3,3
