prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.0,0.0,1.0,0.0,3052501,respiratory,respiratory
0.0,0.0,1.0,0.0,3052684,vector,respiratory
1.0,0.0,0.0,0.0,3052505,direct contact,direct contact
0.0,0.0,0.0,1.0,3052456,vector,vector
0.29616225454076583,0.7038377454592342,0.0,0.0,138948,direct contact,faecal-oral
0.0,1.0,0.0,0.0,2003651,faecal-oral,faecal-oral
0.0,0.0,0.0,1.0,204269,vector,vector
0.7443776493553267,0.0,0.0,0.25562235064467326,3048175,vector,direct contact
0.0,0.0,1.0,0.0,3052325,respiratory,respiratory
0.0,0.0,0.0,1.0,40058,vector,vector
1.0,0.0,0.0,0.0,11292,direct contact,direct contact
0.0,0.0,0.0,1.0,3046277,vector,vector
0.0,1.0,0.0,0.0,36427,faecal-oral,faecal-oral
1.0,0.0,0.0,0.0,1803956,faecal-oral,direct contact
0.0,0.0,0.0,1.0,3052397,vector,vector
0.0,0.0,0.0,1.0,59300,vector,vector
0.34149238920013386,0.0,0.0,0.6585076107998661,1987017,direct contact,vector
1.0,0.0,0.0,0.0,249583,direct contact,direct contact
0.0,0.0,0.6925161471912911,0.30748385280870894,3052314,direct contact,respiratory
0.0,0.0,0.0,1.0,3047817,vector,vector
0.8049977686369496,0.0,0.0,0.19500223136305048,3052465,vector,direct contact
0.0,0.0,0.0,1.0,3048215,vector,vector
0.0,0.0,1.0,0.0,3052789,respiratory,respiratory
0.0,0.0,0.0,1.0,1972576,vector,vector
0.0,0.0,0.0,1.0,1972572,vector,vector
1.0,0.0,0.0,0.0,3052460,direct contact,direct contact
0.6733891406996133,0.0,0.0,0.3266108593003868,3052610,direct contact,direct contact
0.0,0.6751640892927362,0.3248359107072638,0.0,2003649,faecal-oral,faecal-oral
0.0,0.0,0.6791884133464496,0.3208115866535504,2169991,respiratory,respiratory
