prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.0,0.0,1.0,0.0,3052302,respiratory,respiratory
0.0,0.0,0.0,1.0,59300,vector,vector
0.703007964164237,0.0,0.0,0.2969920358357629,2951618,direct contact,direct contact
0.0,0.0,0.0,1.0,3048215,vector,vector
0.0,0.0,0.0,1.0,3048184,direct contact,vector
0.6695733578672801,0.0,0.0,0.33042664213271983,12092,faecal-oral,direct contact
0.0,0.0,0.0,1.0,2169701,vector,vector
0.0,0.0,0.0,1.0,11029,vector,vector
0.0,0.0,1.0,0.0,3052496,respiratory,respiratory
0.34095745834981084,0.0,0.32218395986908444,0.3368585817811048,1933191,vector,direct contact
1.0,0.0,0.0,0.0,3052458,direct contact,direct contact
0.0,0.0,0.0,1.0,204269,vector,vector
0.0,1.0,0.0,0.0,1239570,faecal-oral,faecal-oral
0.0,1.0,0.0,0.0,1330491,faecal-oral,faecal-oral
0.0,0.0,0.0,1.0,40053,vector,vector
0.0,0.0,0.3017868619708895,0.6982131380291104,3052518,vector,vector
1.0,0.0,0.0,0.0,12475,direct contact,direct contact
1.0,0.0,0.0,0.0,138950,direct contact,direct contact
0.0,0.0,0.0,1.0,3052610,direct contact,vector
0.0,0.0,0.0,1.0,3048360,vector,vector
0.0,0.0,0.0,1.0,3052389,vector,vector
0.0,0.0,0.0,1.0,3052426,vector,vector
0.32062201485703146,0.0,0.6793779851429685,0.0,3052317,respiratory,respiratory
0.0,0.0,0.0,1.0,3048459,vector,vector
0.0,0.0,0.0,1.0,3046277,vector,vector
0.6884068077331431,0.0,0.3115931922668568,0.0,3051375,direct contact,direct contact
0.0,1.0,0.0,0.0,35612,direct contact,faecal-oral
0.0,1.0,0.0,0.0,2956252,faecal-oral,faecal-oral
0.0,0.0,0.0,1.0,3048300,respiratory,vector
