prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.31,0.13,0.44,0.12,3052303,respiratory,respiratory
0.16,0.01,0.02,0.81,2169701,vector,vector
0.76,0.05,0.06,0.13,3052460,direct contact,direct contact
0.22,0.18,0.12,0.48,3052429,vector,vector
0.22,0.21,0.37,0.2,3052314,direct contact,respiratory
0.28,0.23,0.09,0.4,95342,faecal-oral,vector
0.29,0.11,0.12,0.48,3052390,vector,vector
0.24,0.12,0.15,0.49,3052387,vector,vector
0.15,0.31,0.47,0.07,290028,respiratory,respiratory
0.21,0.12,0.01,0.66,11021,vector,vector
0.35,0.25,0.24,0.16,147711,direct contact,direct contact
0.3,0.19,0.14,0.37,3052396,vector,vector
0.16,0.56,0.16,0.12,2003652,faecal-oral,faecal-oral
0.18,0.24,0.34,0.24,1239573,faecal-oral,respiratory
0.2,0.19,0.13,0.48,3052389,vector,vector
0.12,0.03,0.04,0.81,3047395,vector,vector
0.28,0.05,0.03,0.64,2955465,direct contact,vector
0.58,0.07,0.1,0.25,3052223,direct contact,direct contact
0.44,0.15,0.07,0.34,3049953,direct contact,direct contact
0.03,0.0,0.0,0.97,3048225,vector,vector
0.38,0.09,0.14,0.39,3052537,vector,vector
0.04,0.03,0.0,0.93,2083198,vector,vector
0.23,0.11,0.61,0.05,3052325,respiratory,respiratory
0.34,0.08,0.04,0.54,1933191,vector,vector
0.07,0.01,0.01,0.91,11036,vector,vector
0.31,0.1,0.04,0.55,11723,direct contact,vector
0.52,0.11,0.12,0.25,1897087,direct contact,direct contact
0.26,0.25,0.42,0.07,67605,faecal-oral,respiratory
0.13,0.16,0.18,0.53,3048300,respiratory,vector
