prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.14603333333333332,0.082,0.523,0.24896666666666667,3052503,respiratory,respiratory
0.1481228855721393,0.062,0.004,0.7858771144278608,3052466,vector,vector
0.676089552238806,0.072,0.05,0.20191044776119405,3052462,direct contact,direct contact
0.25028955223880595,0.066,0.088,0.595710447761194,3052389,vector,vector
0.5221666666666668,0.039,0.076,0.3628333333333334,11676,direct contact,direct contact
0.17,0.366,0.103,0.361,28875,faecal-oral,faecal-oral
0.176,0.272,0.238,0.314,77763,vector,vector
0.22608955223880597,0.03,0.033,0.710910447761194,3052464,vector,vector
0.154,0.118,0.668,0.06,3052307,respiratory,respiratory
0.07883333333333332,0.06,0.018,0.8431666666666667,59302,vector,vector
0.476,0.14,0.104,0.28,3049954,direct contact,direct contact
0.376,0.082,0.094,0.448,1933191,vector,vector
0.3040333333333333,0.25,0.098,0.3479666666666667,1239565,faecal-oral,vector
0.28475621890547265,0.14,0.056,0.5192437810945273,351073,faecal-oral,vector
0.308,0.112,0.27,0.31,3052676,vector,vector
0.06828333333333333,0.118,0.142,0.6717166666666667,2748762,vector,vector
0.696089552238806,0.022,0.038,0.24391044776119403,3052342,direct contact,direct contact
0.708,0.07,0.046,0.176,3052459,direct contact,direct contact
0.208,0.162,0.498,0.132,3052314,direct contact,respiratory
0.244,0.154,0.074,0.528,3052444,vector,vector
0.10028333333333334,0.028,0.01,0.8617166666666667,3048287,vector,vector
0.07037288557213929,0.026,0.016,0.8876271144278608,3052463,vector,vector
0.162,0.146,0.628,0.064,3052302,respiratory,respiratory
0.10303955223880597,0.038,0.008,0.8509604477611941,60876,vector,vector
0.12403333333333333,0.064,0.038,0.7739666666666667,3047395,vector,vector
0.458,0.09666666666666666,0.184,0.26133333333333336,338079,direct contact,direct contact
0.67,0.04,0.124,0.166,3052557,direct contact,direct contact
0.346,0.28,0.182,0.192,1678143,faecal-oral,direct contact
0.07,0.21,0.602,0.118,290028,respiratory,respiratory
