prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.21278515,0.043997675,0.47528234,0.26793486,3052498,respiratory,respiratory
0.108553864,0.011813633,0.008510344,0.8711222,1972572,vector,vector
0.34901977,0.28079316,0.02954864,0.34063837,3048148,direct contact,direct contact
0.11642708,0.017446667,0.048583467,0.8175428,3052397,vector,vector
0.5319475,0.20581573,0.20092578,0.061310988,463676,direct contact,direct contact
0.040997166,0.25818914,0.50286293,0.19795075,1239570,faecal-oral,respiratory
0.0133562675,0.00090380094,0.000720261,0.9850197,3052464,vector,vector
0.14460541,0.008065218,0.004675609,0.84265375,3047837,vector,vector
0.015433522,0.8311624,0.1386473,0.014756758,1335626,respiratory,faecal-oral
0.06670491,0.021134967,0.008724724,0.9034354,3052465,vector,vector
0.9672026,0.0019630806,0.008987518,0.021846825,249583,direct contact,direct contact
0.44930887,0.009418086,0.0108499555,0.53042305,1972579,vector,vector
0.029657861,0.04595586,0.03429209,0.89009416,2956252,faecal-oral,vector
0.088604964,0.020455107,0.013953169,0.87698674,28876,faecal-oral,vector
0.09489547,0.0036283326,0.0063469233,0.89512926,3052444,vector,vector
0.07429909,0.016983373,0.14431226,0.76440525,3052413,vector,vector
0.96648073,0.0024577258,0.0023915619,0.028670019,1987017,direct contact,direct contact
0.97126734,0.0028859833,0.006039755,0.019806866,11292,direct contact,direct contact
0.9295631,0.00717393,0.009241102,0.054021847,2951618,direct contact,direct contact
0.48488396,0.04183174,0.025591528,0.44769278,59304,vector,direct contact
0.082314506,0.011544797,0.040793933,0.8653467,3052381,vector,vector
0.0092580365,0.0041805003,0.0014582773,0.9851032,3052468,vector,vector
0.31865808,0.50333035,0.12908083,0.048930775,3052501,respiratory,faecal-oral
0.004487725,0.0006392035,0.000752384,0.99412066,11033,vector,vector
0.0854224,0.0069933003,0.00537733,0.902207,3048440,vector,vector
0.73990554,0.014891874,0.22366135,0.02154129,147712,direct contact,direct contact
0.9820195,0.005480496,0.0063845487,0.006115428,3052462,direct contact,direct contact
0.0065979026,0.007131238,0.027191302,0.9590796,1348384,faecal-oral,vector
0.025935516,0.0092969565,0.9542035,0.010564079,3052477,respiratory,respiratory
