prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.13014238,0.07203321,0.68554807,0.11227637,3052310,respiratory,respiratory
0.26565698,0.010402893,0.39572546,0.32821465,1933190,vector,respiratory
0.7431402,0.23462416,0.010012698,0.012222889,194440,direct contact,direct contact
0.015408669,0.029942794,0.0050011077,0.9496474,3052431,vector,vector
0.96981746,0.005216955,0.009417963,0.0155476285,90961,direct contact,direct contact
0.23353048,0.7348159,0.023800602,0.007853033,2003649,faecal-oral,faecal-oral
0.023403322,0.003061398,0.0024270148,0.97110826,40058,vector,vector
0.835678,0.032774683,0.031079374,0.100467965,204269,vector,direct contact
0.09754058,0.027219534,0.8561951,0.01904479,3052303,respiratory,respiratory
0.069058634,0.01347954,0.012194305,0.90526754,37124,vector,vector
0.098827355,0.7545521,0.047734056,0.09888647,35612,direct contact,faecal-oral
0.015224399,0.019539036,0.0064549055,0.95878166,3052390,vector,vector
0.052072838,0.3511737,0.059447218,0.53730625,1348384,faecal-oral,vector
0.039700482,0.08215563,0.7655688,0.11257508,1239572,faecal-oral,respiratory
0.0102929175,0.0020404677,0.0015869173,0.98607975,11020,vector,vector
0.0016373306,0.0019979551,0.00072345894,0.99564123,11029,vector,vector
0.040553972,0.007447452,0.009887318,0.9421113,3048184,direct contact,vector
0.984537,0.0035758433,0.00879649,0.0030905998,3052560,direct contact,direct contact
0.80926955,0.04451045,0.06460047,0.081619576,3049954,direct contact,direct contact
0.0011575929,0.0006798368,0.000793125,0.9973694,3048225,vector,vector
0.021260276,0.0067137545,0.0049409834,0.96708494,3048175,vector,vector
0.0020239698,0.0008414397,0.000822408,0.9963122,3048448,vector,vector
0.0135867195,0.12833978,0.8479234,0.010150085,694003,respiratory,respiratory
0.0106949005,0.0011594499,0.0012183387,0.98692733,11034,vector,vector
0.008781874,0.003634335,0.002681763,0.9849021,40053,vector,vector
0.7723539,0.03962476,0.17803872,0.009982693,194443,direct contact,direct contact
0.94536984,0.021705829,0.011138164,0.021786112,338478,direct contact,direct contact
0.036135223,0.20924677,0.23083176,0.52378625,1239570,faecal-oral,vector
0.02572701,0.006827366,0.94452554,0.02292012,3052489,respiratory,respiratory
