prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.02208848,0.10134569,0.7978607,0.07870518,3052503,respiratory,respiratory
0.036519147,0.003187905,0.0029303618,0.9573626,3052466,vector,vector
0.97055805,0.0053471765,0.011904983,0.012189812,3052462,direct contact,direct contact
0.076979525,0.059674162,0.020319842,0.84302646,3052389,vector,vector
0.20432031,0.032062996,0.043107457,0.72050923,11676,direct contact,vector
0.044895176,0.11451531,0.12615985,0.7144297,28875,faecal-oral,vector
0.04239573,0.1485662,0.7111288,0.097909294,77763,vector,respiratory
0.012656055,0.001266583,0.00071354804,0.9853638,3052464,vector,vector
0.02665275,0.007994361,0.944872,0.02048086,3052307,respiratory,respiratory
0.007561518,0.0020797108,0.001681768,0.988677,59302,vector,vector
0.39862922,0.56893,0.020248141,0.012192709,3049954,direct contact,faecal-oral
0.32238364,0.020844288,0.03097271,0.62579936,1933191,vector,vector
0.38739562,0.26668516,0.12691766,0.21900159,1239565,faecal-oral,direct contact
0.22778325,0.11115213,0.04974724,0.61131734,351073,faecal-oral,vector
0.11585187,0.026942126,0.72185415,0.13535188,3052676,vector,respiratory
0.005808788,0.010880396,0.024907708,0.9584031,2748762,vector,vector
0.8489961,0.007600516,0.005630879,0.13777246,3052342,direct contact,direct contact
0.9606577,0.010384704,0.023274621,0.0056829597,3052459,direct contact,direct contact
0.023449954,0.014084602,0.9059416,0.056523807,3052314,direct contact,respiratory
0.08784415,0.20346276,0.04109959,0.6675935,3052444,vector,vector
0.00791915,0.0031036441,0.0037663416,0.98521084,3048287,vector,vector
0.0034670494,0.0017753204,0.00096784375,0.99378973,3052463,vector,vector
0.058351602,0.068437986,0.8624065,0.010803932,3052302,respiratory,respiratory
0.002505718,0.0012510073,0.0015394985,0.9947037,60876,vector,vector
0.0028255533,0.0009878534,0.0015978718,0.99458873,3047395,vector,vector
0.77441883,0.019882973,0.014452988,0.19124515,338079,direct contact,direct contact
0.9840678,0.0025146178,0.010856013,0.0025616307,3052557,direct contact,direct contact
0.24440995,0.10839951,0.58869666,0.058493927,1678143,faecal-oral,respiratory
0.007349463,0.08374729,0.9020992,0.006804014,290028,respiratory,respiratory
