prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.024373904,0.015808282,0.9272048,0.03261305,3052477,respiratory,respiratory
0.013764038,0.01352115,0.0051753405,0.9675395,3048447,vector,vector
0.8917543,0.013570832,0.0365678,0.05810705,3052223,direct contact,direct contact
0.043311756,0.03005851,0.070930235,0.85569954,3052684,vector,vector
0.07260869,0.14147253,0.67589325,0.11002554,3052314,direct contact,respiratory
0.6214733,0.26935673,0.048793886,0.06037605,1330491,faecal-oral,direct contact
0.016918194,0.02732538,0.011545268,0.9442112,3052428,vector,vector
0.005706779,0.0006303724,0.0008362658,0.9928266,11033,vector,vector
0.020204179,0.010179988,0.9478953,0.021720488,3052310,respiratory,respiratory
0.00073233614,0.0002946694,0.0003631689,0.9986098,2083198,vector,vector
0.9357258,0.017442416,0.033930644,0.012901082,463676,direct contact,direct contact
0.035961173,0.0137073845,0.00936941,0.9409621,3052444,vector,vector
0.31386355,0.47343928,0.11358736,0.099109836,2003652,faecal-oral,faecal-oral
0.5118506,0.35667706,0.054921705,0.076550625,2003649,faecal-oral,direct contact
0.16333364,0.010811991,0.08602398,0.73983043,1933190,vector,vector
0.00074962294,0.0004750134,0.00044558718,0.9983298,3048225,vector,vector
0.002700032,0.0008138495,0.0008296923,0.9956565,3048233,direct contact,vector
0.92800343,0.011392092,0.014395777,0.046208706,2951618,direct contact,direct contact
0.9936341,0.002232748,0.0017492096,0.00238391,3052560,direct contact,direct contact
0.0036177537,0.0008079093,0.0008024129,0.9947719,3048448,vector,vector
0.0050931326,0.0016027858,0.0007480557,0.99255604,3048168,vector,vector
0.18756877,0.0406698,0.011468804,0.7602926,1972577,vector,vector
0.038792748,0.036776386,0.8886564,0.035774507,3052489,respiratory,respiratory
0.0010470818,0.00047466208,0.0007398129,0.9977385,60876,vector,vector
0.005282687,0.0026436332,0.0029073337,0.9891663,11020,vector,vector
0.43549466,0.022327404,0.026423946,0.515754,3052342,direct contact,vector
0.9963643,0.0014992314,0.0015314212,0.00060504826,194441,direct contact,direct contact
0.11880749,0.27165523,0.22697043,0.38256687,1239573,faecal-oral,vector
0.06706009,0.053679667,0.8379666,0.041293614,2169991,respiratory,respiratory
