prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.00311154,0.00096535217,0.0032475863,0.9926755,3048300,respiratory,vector
0.0041948287,0.0035188014,0.0068261353,0.9854602,3047375,vector,vector
0.32892847,0.10374779,0.30492768,0.26239607,3052610,direct contact,direct contact
0.24577911,0.110069335,0.08149045,0.5626611,1972578,vector,vector
0.97763056,0.0064089936,0.0050356393,0.010924791,3052223,direct contact,direct contact
0.005816717,0.9826234,0.004019934,0.0075399717,1330491,faecal-oral,faecal-oral
0.0039388128,0.0047995253,0.0069249435,0.98433673,3052397,vector,vector
0.15249805,0.042395774,0.04439602,0.7607102,3052413,vector,vector
0.04908467,0.26502502,0.6429013,0.042988986,11137,respiratory,respiratory
0.00039186788,0.0005904517,0.0011211106,0.99789655,2083199,vector,vector
0.047994938,0.9389596,0.007732872,0.005312554,35612,direct contact,faecal-oral
0.0012735538,0.0006328554,0.00095902034,0.99713457,3052468,vector,vector
0.023552595,0.8857833,0.011245367,0.07941871,1348384,faecal-oral,faecal-oral
0.6396853,0.32657915,0.009315069,0.02442052,2003652,faecal-oral,direct contact
0.0010680564,0.00088889594,0.0014994005,0.9965436,3052418,vector,vector
0.0042644995,0.003599124,0.009136455,0.9829999,3052401,vector,vector
0.99312043,0.00091776944,0.005279573,0.0006822027,3052461,direct contact,direct contact
0.98940897,0.0013090979,0.0035840047,0.005697895,11709,direct contact,direct contact
0.8678399,0.11917535,0.006954235,0.0060305004,3052560,direct contact,direct contact
0.0065974197,0.0005998838,0.0012440911,0.9915587,3048459,vector,vector
0.0010191645,0.00056040764,0.0012632662,0.9971572,3048225,vector,vector
0.00077670283,0.0009022519,0.0014142218,0.9969068,37124,vector,vector
0.007068413,0.0974205,0.8933846,0.002126516,277944,respiratory,respiratory
0.013469927,0.0024121555,0.004028926,0.98008895,3048168,vector,vector
0.00061676255,0.00071808917,0.0011715593,0.9974936,11036,vector,vector
0.6962648,0.23830019,0.0153246485,0.050110344,138949,direct contact,direct contact
0.9740767,0.0073923003,0.015711881,0.002819123,3052459,direct contact,direct contact
0.26539424,0.72366554,0.0063786563,0.0045615816,1821750,faecal-oral,faecal-oral
0.041296683,0.006374931,0.8489899,0.10333842,3052303,respiratory,respiratory
