prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.07382882,0.023298707,0.08605677,0.8168157,3052503,respiratory,vector
0.047295637,0.058740035,0.037371635,0.8565927,59302,vector,vector
0.046600666,0.15858062,0.69319254,0.10162617,694009,direct contact,respiratory
0.021972144,0.0025259135,0.28678548,0.6887164,3052518,vector,vector
0.016126515,0.006935233,0.0139777865,0.9629605,2955935,direct contact,vector
0.20516005,0.7777681,0.0061791507,0.01089279,72149,faecal-oral,faecal-oral
0.00652318,0.0035720717,0.006040759,0.98386395,1933189,vector,vector
0.023613768,0.005828165,0.018713724,0.95184433,11569,vector,vector
0.016414093,0.008090947,0.030638948,0.944856,3048300,respiratory,vector
0.91404533,0.009422843,0.019634174,0.056897607,3052465,vector,direct contact
0.9949038,0.0013855121,0.0014056433,0.0023050185,3052460,direct contact,direct contact
0.5149384,0.0108532505,0.015334059,0.45887432,3048175,vector,direct contact
0.039301984,0.89999396,0.042922165,0.0177819,2003650,faecal-oral,faecal-oral
0.13221574,0.7428966,0.05966401,0.065223634,1330524,faecal-oral,faecal-oral
0.0025771786,0.005693645,0.002163844,0.9895654,59301,vector,vector
0.0116062295,0.0018919746,0.0026908466,0.98381096,3052464,vector,vector
0.8470967,0.12270418,0.016980544,0.013218547,463676,direct contact,direct contact
0.5283157,0.1373616,0.011979137,0.3223435,11723,direct contact,direct contact
0.98769146,0.004810285,0.002364059,0.005134211,3052557,direct contact,direct contact
0.0023740216,0.0010078936,0.0015705413,0.99504757,3048360,vector,vector
0.054673947,0.035412636,0.028481936,0.88143146,3052413,vector,vector
0.013470429,0.010969464,0.006757385,0.96880275,48543,vector,vector
0.12812507,0.036358077,0.46041694,0.37509993,3052303,respiratory,respiratory
0.012409651,0.13058394,0.7579631,0.09904333,3052456,vector,respiratory
0.6293744,0.012091954,0.009662121,0.3488715,1972574,vector,direct contact
0.93982804,0.0047831675,0.0075750095,0.04781378,11709,direct contact,direct contact
0.7138067,0.028471436,0.019537494,0.23818436,12475,direct contact,direct contact
0.023996657,0.1703902,0.005975066,0.7996381,1239565,faecal-oral,vector
0.010700982,0.0035936541,0.97250676,0.013198653,3052302,respiratory,respiratory
