prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.02608504,0.8595637,0.078449786,0.035901416,1335626,respiratory,faecal-oral
0.0013623835,0.00097605854,0.002672162,0.99498934,3052418,vector,vector
0.093121454,0.39898884,0.34948152,0.15840818,694009,direct contact,faecal-oral
0.05079949,0.0201314,0.022021692,0.90704745,59304,vector,vector
0.01492005,0.000894539,0.0024293144,0.9817561,3048184,direct contact,vector
0.36125258,0.6056486,0.010426411,0.022672404,2003651,faecal-oral,faecal-oral
0.058611885,0.008245142,0.007640448,0.92550254,1972574,vector,vector
0.001586455,0.00196106,0.0041346746,0.9923178,3052381,vector,vector
0.012387679,0.0046934816,0.96005696,0.022861887,3052303,respiratory,respiratory
0.009380525,0.0025109653,0.004590165,0.98351836,3048168,vector,vector
0.9957711,0.0015114882,0.0015481454,0.0011692258,194440,direct contact,direct contact
0.08409228,0.018115476,0.34001428,0.55777794,1933190,vector,vector
0.32315493,0.64212096,0.00886588,0.02585822,1239572,faecal-oral,faecal-oral
0.01872762,0.9642392,0.006959213,0.010074003,1330491,faecal-oral,faecal-oral
0.008397602,0.0022074813,0.0018675089,0.98752743,37124,vector,vector
0.0076775993,0.0021930805,0.0030491492,0.98708016,40057,vector,vector
0.9881196,0.0068691242,0.0017251808,0.0032860278,338079,direct contact,direct contact
0.95995003,0.0062845643,0.006135462,0.027629903,249583,direct contact,direct contact
0.7378487,0.24260882,0.011331733,0.008210705,147712,direct contact,direct contact
0.0014889129,0.001245576,0.0013495298,0.99591595,59301,vector,vector
0.0027764675,0.16196932,0.8152375,0.020016711,3052456,vector,respiratory
0.03743703,0.12198606,0.10609935,0.7344775,40053,vector,vector
0.19930233,0.03211154,0.6732078,0.095378324,3052317,respiratory,respiratory
0.0004832467,0.00039621425,0.0008226067,0.998298,3048215,vector,vector
0.0016714525,0.000814578,0.0013520166,0.99616194,3052463,vector,vector
0.81437737,0.057979163,0.05782437,0.06981906,3052342,direct contact,direct contact
0.99641365,0.0014899303,0.0009727419,0.001123716,3052461,direct contact,direct contact
0.04522512,0.71967125,0.11121055,0.12389312,693997,faecal-oral,faecal-oral
0.0043967324,0.0019512532,0.98435855,0.0092934435,3052307,respiratory,respiratory
