prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.24581344,0.0057057897,0.72326696,0.025213825,3052310,respiratory,respiratory
0.0016777497,0.0008833719,0.0017830536,0.9956558,3048215,vector,vector
0.9966389,0.0011319637,0.00084475416,0.0013844081,3052461,direct contact,direct contact
0.002288261,0.0009778677,0.0011267733,0.9956071,60876,vector,vector
0.0014106856,0.0013027773,0.016948823,0.98033774,3048184,direct contact,vector
0.04017949,0.8198086,0.123604335,0.016407562,2956252,faecal-oral,faecal-oral
0.8171584,0.045673616,0.03375826,0.10340973,3052684,vector,direct contact
0.020912027,0.0035542124,0.005028828,0.97050494,11034,vector,vector
0.07057938,0.7457872,0.1244785,0.05915491,1335626,respiratory,faecal-oral
0.0020794072,0.0012764452,0.0024901773,0.99415404,3052466,vector,vector
0.98567075,0.011850731,0.0011709656,0.0013075429,11642,direct contact,direct contact
0.001464286,0.0011770942,0.0026511594,0.99470747,3048440,vector,vector
0.27232832,0.46569154,0.12208047,0.13989963,351073,faecal-oral,faecal-oral
0.22164059,0.74077404,0.01765424,0.01993115,95342,faecal-oral,faecal-oral
0.0013565834,0.0012588653,0.0036513272,0.9937332,3048170,vector,vector
0.0013428238,0.0012875953,0.016352354,0.9810173,3048447,vector,vector
0.15060036,0.009577643,0.009585969,0.83023596,2955291,direct contact,vector
0.9954407,0.0016866871,0.0012243452,0.0016482233,3052458,direct contact,direct contact
0.9920167,0.0022592775,0.0013259813,0.0043981113,3052223,direct contact,direct contact
0.0019620634,0.0014948029,0.0019185286,0.99462456,37124,vector,vector
0.013599199,0.001294355,0.0014420886,0.98366433,11039,vector,vector
0.0016810513,0.0014038786,0.0025304458,0.99438465,3048459,vector,vector
0.786973,0.019688785,0.11888183,0.0744564,3052496,respiratory,direct contact
0.0041269716,0.005872603,0.0028884637,0.987112,40057,vector,vector
0.04633447,0.01208721,0.038809855,0.9027685,1933190,vector,vector
0.99372476,0.0023037067,0.0018908499,0.0020806808,3052459,direct contact,direct contact
0.98950773,0.0043517477,0.0028199407,0.0033205955,194443,direct contact,direct contact
0.028385287,0.8093615,0.007045071,0.15520814,1239565,faecal-oral,faecal-oral
0.24473922,0.07231514,0.10871891,0.57422674,3052503,respiratory,vector
