prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.31568962,0.30033782,0.29189494,0.092077605,11137,respiratory,direct contact
0.004343717,0.0021926595,0.0057881107,0.98767555,3047375,vector,vector
0.9931979,0.003474094,0.002395324,0.00093270314,194443,direct contact,direct contact
0.30548358,0.031799108,0.04048233,0.622235,11569,vector,vector
0.9881175,0.0066537894,0.002852469,0.0023762633,3052342,direct contact,direct contact
0.21525791,0.65534675,0.025059525,0.104335845,1330491,faecal-oral,faecal-oral
0.19013591,0.020380232,0.019906292,0.76957756,1972578,vector,vector
0.09869115,0.106991,0.056290824,0.738027,59302,vector,vector
0.2826147,0.015346866,0.5254593,0.1765791,3052299,respiratory,respiratory
0.06426455,0.02484279,0.18166332,0.72922933,3052676,vector,vector
0.90717274,0.077508874,0.004841365,0.0104770325,138950,direct contact,direct contact
0.00079117593,0.0010761259,0.0024345058,0.9956982,59300,vector,vector
0.014209874,0.9456018,0.007823273,0.03236505,95342,faecal-oral,faecal-oral
0.40975067,0.4918162,0.03293458,0.06549855,2003650,faecal-oral,faecal-oral
0.4298198,0.01744726,0.011200836,0.5415321,1972574,vector,vector
0.00086609245,0.0005556376,0.0007611999,0.99781704,3052463,vector,vector
0.97516125,0.018620811,0.002519739,0.0036981998,138949,direct contact,direct contact
0.9680802,0.0049921684,0.008121498,0.018806042,3048148,direct contact,direct contact
0.989714,0.004189368,0.004663195,0.0014334545,194441,direct contact,direct contact
0.0014000032,0.0009005441,0.0015731206,0.99612635,3048215,vector,vector
0.028689645,0.018042492,0.015232125,0.9380357,204269,vector,vector
0.001991775,0.00074579415,0.001225711,0.9960367,3052418,vector,vector
0.005172425,0.0059584263,0.9842493,0.0046198787,3052310,respiratory,respiratory
0.0009882569,0.00051720033,0.0010888319,0.9974057,3052468,vector,vector
0.0020380248,0.0009942652,0.0018083042,0.99515945,3052429,vector,vector
0.7682064,0.22213943,0.0024164652,0.007237728,3052560,direct contact,direct contact
0.26528764,0.50874764,0.03726163,0.18870305,11723,direct contact,faecal-oral
0.031086592,0.40466076,0.047169268,0.5170834,36427,faecal-oral,vector
0.27649012,0.09894407,0.080779865,0.543786,3052480,respiratory,vector
