prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.06823657,0.00721804,0.8948573,0.029688137,3052310,respiratory,respiratory
0.42651767,0.051715642,0.12726438,0.3945023,3052413,vector,direct contact
0.65682393,0.027560804,0.03834881,0.27726644,1987017,direct contact,direct contact
0.003440898,0.0011378123,0.00475309,0.99066824,3047817,vector,vector
0.9864109,0.0029705283,0.0075968327,0.0030217306,194441,direct contact,direct contact
0.1743366,0.80862087,0.0035946346,0.013447895,72149,faecal-oral,faecal-oral
0.0014090571,0.0010052787,0.0017644283,0.99582124,3048225,vector,vector
0.036465336,0.023023445,0.10231663,0.8381946,3052440,vector,vector
0.0019600512,0.0015213548,0.9920489,0.0044696257,3052498,respiratory,respiratory
0.37965617,0.10492754,0.19645426,0.31896198,11318,vector,direct contact
0.96230257,0.010709737,0.008464011,0.018523648,1897087,direct contact,direct contact
0.0060111107,0.002300377,0.0034967512,0.9881918,3048168,vector,vector
0.30624336,0.684666,0.0039192075,0.005171477,11983,faecal-oral,faecal-oral
0.42706057,0.5090667,0.021632042,0.04224072,1239572,faecal-oral,faecal-oral
0.001683627,0.0011724844,0.0014265556,0.99571735,3052463,vector,vector
0.054784633,0.009100182,0.020608492,0.91550666,3052464,vector,vector
0.9337797,0.023085946,0.015775118,0.027359255,3052462,direct contact,direct contact
0.9575201,0.010730274,0.016397554,0.015351979,3052458,direct contact,direct contact
0.99153733,0.0017011235,0.0045348397,0.0022266854,194443,direct contact,direct contact
0.019010458,0.012947032,0.014690974,0.95335156,3052444,vector,vector
0.004883021,0.0010239005,0.0017144736,0.9923786,3047385,vector,vector
0.0018965899,0.0028049382,0.0031907738,0.9921077,11020,vector,vector
0.16448973,0.013193775,0.80042696,0.021889508,3052325,respiratory,respiratory
0.018668823,0.011005539,0.01902296,0.9513027,3052429,vector,vector
0.008538133,0.004687365,0.004924181,0.9818503,3052384,vector,vector
0.98257875,0.008286047,0.002621037,0.0065141027,138951,direct contact,direct contact
0.9854527,0.0021628898,0.0028413858,0.0095429765,11709,direct contact,direct contact
0.8487494,0.124558836,0.010467929,0.01622381,2003652,faecal-oral,direct contact
0.04296004,0.021261929,0.6848651,0.2509129,3052302,respiratory,respiratory
