prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0066949357,0.035490863,0.9444237,0.01339058,11137,respiratory,respiratory
0.043377474,0.044512298,0.06693095,0.84517926,2748762,vector,vector
0.06688746,0.30106768,0.47898528,0.15305956,694009,direct contact,respiratory
0.48450366,0.11723667,0.12452411,0.2737356,59304,vector,direct contact
0.23920402,0.011258623,0.015219716,0.7343176,2955291,direct contact,vector
0.54801047,0.37132916,0.023032917,0.057627454,1803956,faecal-oral,direct contact
0.0018202415,0.0021707355,0.0016182809,0.9943908,3052387,vector,vector
0.05672538,0.0043720854,0.0037121796,0.9351904,1972574,vector,vector
0.010980094,0.0076332106,0.96382093,0.01756577,3052474,respiratory,respiratory
0.009080755,0.012792801,0.010457128,0.9676693,40053,vector,vector
0.1583223,0.7629193,0.007656288,0.07110215,138950,direct contact,faecal-oral
0.003917819,0.00831691,0.004095763,0.9836695,48543,vector,vector
0.006312736,0.9886437,0.0022379546,0.0028056295,1239570,faecal-oral,faecal-oral
0.050934546,0.8929269,0.024176557,0.03196197,2003649,faecal-oral,faecal-oral
0.0015588821,0.0016479137,0.0031616413,0.99363154,11024,vector,vector
0.002420545,0.0020297614,0.001757595,0.9937921,3052426,vector,vector
0.9224583,0.006127566,0.05016169,0.021252485,11292,direct contact,direct contact
0.3648314,0.5923756,0.00676536,0.036027648,138951,direct contact,faecal-oral
0.8877406,0.07041152,0.018186288,0.023661613,3048148,direct contact,direct contact
0.109582104,0.050242595,0.12026039,0.71991485,1933189,vector,vector
0.0019094888,0.0019038221,0.0015629178,0.9946238,3052390,vector,vector
0.14641634,0.019229557,0.33692715,0.49742702,1933191,vector,vector
0.010337888,0.0052561276,0.95407826,0.030327737,3052303,respiratory,respiratory
0.031071622,0.03438351,0.027941389,0.90660346,11029,vector,vector
0.04588076,0.0063247336,0.31165314,0.63614136,1933190,vector,vector
0.7841042,0.079035446,0.082777575,0.05408277,3052342,direct contact,direct contact
0.9919022,0.00220558,0.0032549328,0.0026372827,3052458,direct contact,direct contact
0.02406015,0.16199319,0.016267296,0.7976793,28876,faecal-oral,vector
0.0026679018,0.04750315,0.9278863,0.021942638,694003,respiratory,respiratory
