prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.2559314,0.05442673,0.26657724,0.42306465,3052317,respiratory,vector
0.0056571253,0.007723636,0.004304621,0.9823146,40057,vector,vector
0.97541875,0.016496422,0.0027479564,0.0053368798,138951,direct contact,direct contact
0.31013823,0.024259392,0.029026322,0.63657606,59304,vector,vector
0.37729633,0.00802745,0.010618541,0.60405767,1987017,direct contact,vector
0.94232595,0.047754604,0.0047180345,0.0052014473,2003652,faecal-oral,direct contact
0.32342857,0.008830753,0.012694905,0.65504575,11569,vector,vector
0.0014321753,0.0012351251,0.0015591884,0.9957735,3052401,vector,vector
0.14067958,0.03346564,0.5917252,0.23412956,3052474,respiratory,respiratory
0.0005660517,0.0020537188,0.001025997,0.9963542,11021,vector,vector
0.9848327,0.008463034,0.001887955,0.004816349,3052556,direct contact,direct contact
0.7370182,0.034362964,0.075464055,0.15315475,3052684,vector,direct contact
0.91163576,0.07779966,0.0055950405,0.0049695694,1803956,faecal-oral,direct contact
0.6837961,0.22657268,0.055854052,0.03377716,2003649,faecal-oral,direct contact
0.19069865,0.066135235,0.08433233,0.6588338,204269,vector,vector
0.0042274916,0.004631886,0.011306947,0.97983366,3052440,vector,vector
0.8962331,0.0032802152,0.06422362,0.036263116,249583,direct contact,direct contact
0.9951303,0.0024904013,0.0013644698,0.0010148358,3052345,direct contact,direct contact
0.95715183,0.0063744523,0.010194484,0.026279261,3048148,direct contact,direct contact
0.0011304053,0.00077533926,0.0010528069,0.9970414,3048225,vector,vector
0.037836287,0.009321192,0.006280139,0.94656235,40053,vector,vector
0.0010978323,0.0007313454,0.00082786346,0.997343,3048448,vector,vector
0.015979873,0.03804694,0.9398868,0.006086442,290028,respiratory,respiratory
0.021978157,0.0032874083,0.0032433397,0.9714911,1972577,vector,vector
0.03650442,0.09503965,0.058275364,0.81018054,2748762,vector,vector
0.8802968,0.033532236,0.0074829464,0.078688025,12475,direct contact,direct contact
0.9616947,0.017341519,0.009297094,0.011666719,1897087,direct contact,direct contact
0.054618604,0.92229927,0.0082862275,0.014795849,1239572,faecal-oral,faecal-oral
0.26380035,0.046942208,0.374488,0.31476945,3052496,respiratory,respiratory
