prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.0050979853,0.0058310167,0.9689359,0.020135054,1980456,respiratory,respiratory
0.009297589,0.007479484,0.049031593,0.9341914,1972579,vector,vector
0.010110727,0.006466228,0.011191511,0.9722315,12110,direct contact,vector
0.15919559,0.10051438,0.18242505,0.55786496,3052444,vector,vector
0.09580599,0.02489589,0.72375625,0.15554184,3052314,direct contact,respiratory
0.01600713,0.056084022,0.038253162,0.8896557,12092,faecal-oral,vector
0.0040404084,0.0031241905,0.0020945529,0.9907409,11033,vector,vector
0.0016726062,0.0013048382,0.0009218827,0.99610066,332097,vector,vector
0.010850442,0.0015367948,0.006342992,0.9812697,3048300,respiratory,vector
0.0023038527,0.06992683,0.0020914574,0.9256779,40053,vector,vector
0.9871716,0.005711551,0.0017309998,0.0053858785,3049953,direct contact,direct contact
0.0060836063,0.0016314901,0.0019709491,0.99031395,3046277,vector,vector
0.028303262,0.94766796,0.010756902,0.01327184,2003651,faecal-oral,faecal-oral
0.0836131,0.8538159,0.01510618,0.047464807,1239573,faecal-oral,faecal-oral
0.042952526,0.006828946,0.007947996,0.9422706,3048175,vector,vector
0.045932423,0.03840082,0.057776254,0.85789055,3052431,vector,vector
0.9775408,0.002324934,0.015238857,0.004895378,90961,direct contact,direct contact
0.086717434,0.0100378655,0.009815368,0.89342934,2955291,direct contact,vector
0.0088997735,0.0023916538,0.001003173,0.98770547,2955935,direct contact,vector
0.09529991,0.11877891,0.37783456,0.4080866,3052440,vector,vector
0.014690481,0.0030026194,0.005583924,0.976723,3048170,vector,vector
0.006380385,0.010955338,0.0031282154,0.9795361,11029,vector,vector
0.019545307,0.014427579,0.72233385,0.24369332,3052498,respiratory,respiratory
0.0024093415,0.0013553555,0.0025808779,0.9936545,3048158,vector,vector
0.08621176,0.028959058,0.017048502,0.8677806,11569,vector,vector
0.22191462,0.43101415,0.084820695,0.2622505,11723,direct contact,faecal-oral
0.9917523,0.0021084615,0.0035987599,0.0025405192,194441,direct contact,direct contact
0.16465256,0.32686272,0.047690418,0.46079433,1678143,faecal-oral,vector
0.07882227,0.01820477,0.8726692,0.030303719,3052474,respiratory,respiratory
