prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.294,0.096,0.16,0.45,vector,vector
0.874,0.044,0.048,0.034,direct contact,direct contact
0.302,0.102,0.142,0.454,vector,vector
0.44,0.102,0.268,0.19,respiratory,direct contact
0.026,0.002,0.004,0.968,vector,vector
0.012,0.008,0.016,0.964,vector,vector
0.05,0.018,0.61,0.322,respiratory,respiratory
0.102,0.03,0.534,0.334,respiratory,respiratory
0.208,0.698,0.032,0.062,faecal-oral,faecal-oral
0.654,0.028,0.09,0.228,direct contact,direct contact
0.192,0.212,0.13,0.466,vector,vector
0.64,0.302,0.026,0.032,direct contact,direct contact
0.462,0.136,0.162,0.24,direct contact,direct contact
0.02,0.004,0.014,0.962,vector,vector
0.048,0.012,0.04,0.9,vector,vector
0.302,0.04,0.492,0.166,respiratory,respiratory
0.078,0.004,0.04,0.878,vector,vector
0.074,0.102,0.11,0.714,vector,vector
0.032,0.022,0.052,0.894,vector,vector
0.064,0.048,0.052,0.836,vector,vector
0.168,0.418,0.06,0.354,faecal-oral,faecal-oral
0.05,0.03,0.578,0.342,respiratory,respiratory
0.28,0.174,0.226,0.32,faecal-oral,vector
0.724,0.132,0.054,0.09,direct contact,direct contact
0.008,0.016,0.024,0.952,vector,vector
0.162,0.67,0.058,0.11,direct contact,faecal-oral
0.748,0.106,0.048,0.098,direct contact,direct contact
0.044,0.268,0.472,0.216,direct contact,respiratory
0.186,0.012,0.046,0.756,vector,vector
0.32,0.508,0.06,0.112,faecal-oral,faecal-oral
