prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.28,0.18666666666666668,0.22,0.31333333333333335,faecal-oral,vector
0.19666666666666666,0.4066666666666667,0.10333333333333333,0.29333333333333333,faecal-oral,faecal-oral
0.03,0.016666666666666666,0.6566666666666666,0.2966666666666667,respiratory,respiratory
0.02,0.006666666666666667,0.056666666666666664,0.9166666666666666,vector,vector
0.043333333333333335,0.06666666666666667,0.05333333333333334,0.8366666666666667,vector,vector
0.056666666666666664,0.25,0.39666666666666667,0.2966666666666667,direct contact,respiratory
0.21,0.04666666666666667,0.23666666666666666,0.5066666666666667,vector,vector
0.8233333333333334,0.03,0.06333333333333334,0.08333333333333333,direct contact,direct contact
0.03333333333333333,0.07333333333333333,0.05,0.8433333333333334,vector,vector
0.15666666666666668,0.04,0.15333333333333332,0.65,vector,vector
0.11666666666666667,0.006666666666666667,0.04,0.8366666666666667,direct contact,vector
0.01,0.016666666666666666,0.006666666666666667,0.9666666666666667,vector,vector
0.82,0.07,0.056666666666666664,0.05333333333333334,direct contact,direct contact
0.0033333333333333335,0.006666666666666667,0.01,0.98,vector,vector
0.8466666666666667,0.03,0.07666666666666666,0.04666666666666667,direct contact,direct contact
0.016666666666666666,0.006666666666666667,0.03333333333333333,0.9433333333333334,vector,vector
0.02666666666666667,0.02,0.5733333333333334,0.38,respiratory,respiratory
0.05333333333333334,0.02,0.63,0.2966666666666667,respiratory,respiratory
0.5233333333333333,0.03333333333333333,0.21333333333333335,0.23,direct contact,direct contact
0.24333333333333335,0.5733333333333334,0.03333333333333333,0.15,faecal-oral,faecal-oral
0.04666666666666667,0.056666666666666664,0.09666666666666666,0.8,vector,vector
0.4766666666666667,0.4,0.056666666666666664,0.06666666666666667,direct contact,direct contact
0.28,0.65,0.02666666666666667,0.043333333333333335,faecal-oral,faecal-oral
0.09333333333333334,0.25333333333333335,0.4666666666666667,0.18666666666666668,respiratory,respiratory
0.11666666666666667,0.02,0.6733333333333333,0.19,respiratory,respiratory
0.006666666666666667,0.0033333333333333335,0.006666666666666667,0.9833333333333333,vector,vector
0.08333333333333333,0.0033333333333333335,0.06,0.8533333333333334,vector,vector
0.10333333333333333,0.10333333333333333,0.12333333333333334,0.67,vector,vector
0.6133333333333333,0.11666666666666667,0.10333333333333333,0.16666666666666666,direct contact,direct contact
0.33,0.11,0.1,0.46,vector,vector
