prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.046,0.048,0.052033333333333334,0.8539666666666667,respiratory,vector
0.016,0.004,3.3333333333333335e-05,0.9799666666666667,vector,vector
0.04,0.018,0.03403333333333333,0.9079666666666667,vector,vector
0.118,0.12,0.126,0.636,vector,vector
0.04,0.014,0.6281583333333333,0.3178416666666667,respiratory,respiratory
0.222,0.624,0.062,0.092,direct contact,faecal-oral
0.034,0.032,0.014033333333333333,0.9199666666666667,vector,vector
0.438,0.042,0.15,0.37,vector,direct contact
0.104,0.67,0.098,0.128,faecal-oral,faecal-oral
0.62,0.33,0.014,0.036,direct contact,direct contact
0.7,0.148,0.046,0.106,direct contact,direct contact
0.348,0.278,0.15,0.224,faecal-oral,direct contact
0.48,0.362,0.052,0.106,direct contact,direct contact
0.046,0.214,0.438125,0.301875,direct contact,respiratory
0.25,0.526,0.078,0.146,faecal-oral,faecal-oral
0.02,0.002,3.3333333333333335e-05,0.9779666666666667,vector,vector
0.086,0.01,0.69,0.214,respiratory,respiratory
0.126,0.632,0.074,0.168,faecal-oral,faecal-oral
0.042,0.054,0.084,0.82,vector,vector
0.04,0.034,0.028033333333333334,0.8979666666666667,vector,vector
0.046,0.088,0.096,0.77,vector,vector
0.838,0.03,0.062,0.07,direct contact,direct contact
0.518,0.092,0.238,0.152,direct contact,direct contact
0.056,0.018,0.6640333333333333,0.2619666666666667,respiratory,respiratory
0.022,0.202,0.614,0.162,respiratory,respiratory
0.202,0.018,0.05003333333333333,0.7299666666666667,vector,vector
0.052,0.036,0.06603333333333333,0.8459666666666666,vector,vector
0.05,0.024,0.04203333333333333,0.8839666666666667,vector,vector
0.02,0.002,0.004033333333333333,0.9739666666666666,vector,vector
0.836,0.084,0.038,0.042,direct contact,direct contact
