prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.25,0.17333333333333334,0.08666666666666667,0.49,vector,vector
0.2833333333333333,0.17,0.21333333333333335,0.3333333333333333,faecal-oral,vector
0.03,0.0,0.03666666666666667,0.9333333333333333,vector,vector
0.023333333333333334,0.006666666666666667,0.023333333333333334,0.9466666666666667,vector,vector
0.03,0.03,0.05,0.89,vector,vector
0.38,0.06333333333333334,0.3433333333333333,0.21333333333333335,respiratory,direct contact
0.056666666666666664,0.016666666666666666,0.01,0.9166666666666666,vector,vector
0.023333333333333334,0.016666666666666666,0.01,0.95,vector,vector
0.15666666666666668,0.03,0.62,0.19333333333333333,respiratory,respiratory
0.07333333333333333,0.04666666666666667,0.03666666666666667,0.8433333333333334,vector,vector
0.39,0.02,0.013333333333333334,0.5766666666666667,vector,vector
0.5466666666666666,0.04666666666666667,0.14,0.26666666666666666,direct contact,direct contact
0.62,0.31666666666666665,0.013333333333333334,0.05,direct contact,direct contact
0.65,0.013333333333333334,0.14333333333333334,0.19333333333333333,direct contact,direct contact
0.3,0.11,0.09,0.5,vector,vector
0.8066666666666666,0.09666666666666666,0.02666666666666667,0.07,direct contact,direct contact
0.19,0.62,0.09333333333333334,0.09666666666666666,faecal-oral,faecal-oral
0.03333333333333333,0.02666666666666667,0.03333333333333333,0.9066666666666666,vector,vector
0.03333333333333333,0.02666666666666667,0.07,0.87,vector,vector
0.46,0.4633333333333333,0.03,0.04666666666666667,direct contact,faecal-oral
0.13666666666666666,0.08666666666666667,0.3466666666666667,0.43,vector,vector
0.043333333333333335,0.043333333333333335,0.08666666666666667,0.8266666666666667,respiratory,vector
0.19333333333333333,0.02666666666666667,0.023333333333333334,0.7566666666666667,vector,vector
0.29,0.05,0.49333333333333335,0.16666666666666666,respiratory,respiratory
0.6766666666666666,0.03,0.14333333333333334,0.15,direct contact,direct contact
0.3333333333333333,0.5766666666666667,0.03666666666666667,0.05333333333333334,faecal-oral,faecal-oral
0.5366666666666666,0.38,0.02,0.06333333333333334,direct contact,direct contact
0.9233333333333333,0.006666666666666667,0.03,0.04,direct contact,direct contact
0.06,0.02,0.6666666666666666,0.25333333333333335,respiratory,respiratory
0.2,0.37333333333333335,0.09,0.33666666666666667,faecal-oral,faecal-oral
