prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.2733333333333333,0.5066666666666667,0.05333333333333334,0.16666666666666666,faecal-oral,faecal-oral
0.21333333333333335,0.05333333333333334,0.45,0.2833333333333333,direct contact,respiratory
0.6066666666666667,0.05,0.17333333333333334,0.17,direct contact,direct contact
0.6833333333333333,0.05333333333333334,0.06666666666666667,0.19666666666666666,direct contact,direct contact
0.15,0.08666666666666667,0.27,0.49333333333333335,vector,vector
0.2,0.07666666666666666,0.41,0.31333333333333335,respiratory,respiratory
0.43333333333333335,0.09,0.08,0.39666666666666667,direct contact,direct contact
0.02,0.01,0.006666666666666667,0.9633333333333334,vector,vector
0.24333333333333335,0.21,0.32666666666666666,0.22,respiratory,respiratory
0.19,0.43,0.09,0.29,faecal-oral,faecal-oral
0.33,0.06666666666666667,0.31666666666666665,0.2866666666666667,respiratory,direct contact
0.12666666666666668,0.09,0.08333333333333333,0.7,vector,vector
0.06,0.006666666666666667,0.10666666666666667,0.8266666666666667,vector,vector
0.42,0.14,0.21,0.23,direct contact,direct contact
0.31666666666666665,0.08666666666666667,0.07333333333333333,0.5233333333333333,vector,vector
0.18666666666666668,0.016666666666666666,0.03666666666666667,0.76,vector,vector
0.44666666666666666,0.4633333333333333,0.03,0.06,direct contact,faecal-oral
0.17666666666666667,0.0033333333333333335,0.07666666666666666,0.7433333333333333,vector,vector
0.016666666666666666,0.0033333333333333335,0.013333333333333334,0.9666666666666667,vector,vector
0.3933333333333333,0.5566666666666666,0.01,0.04,faecal-oral,faecal-oral
0.11333333333333333,0.02,0.09666666666666666,0.77,vector,vector
0.023333333333333334,0.013333333333333334,0.016666666666666666,0.9466666666666667,vector,vector
0.10333333333333333,0.12666666666666668,0.6933333333333334,0.07666666666666666,respiratory,respiratory
0.68,0.26,0.03,0.03,direct contact,direct contact
0.03666666666666667,0.006666666666666667,0.6266666666666667,0.33,respiratory,respiratory
0.24666666666666667,0.49,0.06666666666666667,0.19666666666666666,faecal-oral,faecal-oral
0.7833333333333333,0.1,0.03,0.08666666666666667,direct contact,direct contact
0.11666666666666667,0.04666666666666667,0.14333333333333334,0.6933333333333334,vector,vector
0.27,0.04666666666666667,0.19666666666666666,0.4866666666666667,vector,vector
0.006666666666666667,0.013333333333333334,0.023333333333333334,0.9566666666666667,vector,vector
