prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.855,0.05,0.03,0.065,direct contact,direct contact
0.31,0.04,0.285,0.365,vector,vector
0.01,0.005,0.005,0.98,vector,vector
0.255,0.135,0.4,0.21,faecal-oral,respiratory
0.6,0.05,0.16,0.19,direct contact,direct contact
0.605,0.055,0.185,0.155,direct contact,direct contact
0.225,0.045,0.095,0.635,direct contact,vector
0.325,0.205,0.085,0.385,respiratory,vector
0.275,0.515,0.03,0.18,faecal-oral,faecal-oral
0.045,0.0,0.01,0.945,vector,vector
0.01,0.02,0.03,0.94,vector,vector
0.025,0.01,0.01,0.955,vector,vector
0.21,0.035,0.07,0.685,vector,vector
0.02,0.0,0.02,0.96,vector,vector
0.295,0.07,0.185,0.45,vector,vector
0.26,0.575,0.04,0.125,faecal-oral,faecal-oral
0.005,0.0,0.01,0.985,vector,vector
0.14,0.105,0.675,0.08,respiratory,respiratory
0.005,0.0,0.005,0.99,vector,vector
0.55,0.095,0.13,0.225,direct contact,direct contact
0.14,0.155,0.54,0.165,respiratory,respiratory
0.285,0.06,0.495,0.16,respiratory,respiratory
0.32,0.575,0.06,0.045,faecal-oral,faecal-oral
0.765,0.045,0.1,0.09,direct contact,direct contact
0.5,0.04,0.1,0.36,vector,direct contact
0.03,0.005,0.715,0.25,respiratory,respiratory
0.44,0.11,0.235,0.215,vector,direct contact
0.24,0.02,0.055,0.685,vector,vector
0.715,0.12,0.045,0.12,direct contact,direct contact
0.415,0.18,0.14,0.265,direct contact,direct contact
