prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.048,0.052,0.552,0.348,respiratory,respiratory
0.02,0.034,0.07,0.876,vector,vector
0.576,0.114,0.13,0.18,direct contact,direct contact
0.214,0.576,0.06,0.15,faecal-oral,faecal-oral
0.004,0.018,0.01,0.968,vector,vector
0.272,0.546,0.08,0.102,faecal-oral,faecal-oral
0.026,0.038,0.022,0.914,vector,vector
0.622,0.09,0.098,0.19,direct contact,direct contact
0.018,0.012,0.024,0.946,vector,vector
0.24,0.004,0.052,0.704,direct contact,vector
0.046,0.022,0.578,0.354,respiratory,respiratory
0.066,0.008,0.066,0.86,vector,vector
0.044,0.006,0.05,0.9,vector,vector
0.87,0.018,0.064,0.048,direct contact,direct contact
0.232,0.05,0.28,0.438,vector,vector
0.01,0.008,0.01,0.972,vector,vector
0.014,0.024,0.06,0.902,vector,vector
0.122,0.05,0.11,0.718,vector,vector
0.266,0.354,0.064,0.316,faecal-oral,faecal-oral
0.902,0.012,0.042,0.044,direct contact,direct contact
0.13,0.06,0.602,0.208,respiratory,respiratory
0.116,0.022,0.668,0.194,respiratory,respiratory
0.236,0.014,0.022,0.728,vector,vector
0.254,0.548,0.064,0.134,faecal-oral,faecal-oral
0.707,0.094,0.054,0.145,direct contact,direct contact
0.032,0.044,0.038,0.886,vector,vector
0.192,0.21,0.238,0.36,direct contact,vector
0.108,0.108,0.134,0.65,vector,vector
0.404,0.202,0.146,0.248,direct contact,direct contact
0.252,0.244,0.34,0.164,respiratory,respiratory
