prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.1,0.07,0.09,0.74,vector,vector
0.29,0.29,0.04,0.38,faecal-oral,vector
0.34,0.12,0.12,0.42,respiratory,vector
0.03,0.04,0.04,0.89,vector,vector
0.06,0.03,0.69,0.22,respiratory,respiratory
0.57,0.1,0.08,0.25,direct contact,direct contact
0.78,0.04,0.09,0.09,direct contact,direct contact
0.34,0.19,0.32,0.15,faecal-oral,direct contact
0.0,0.0,0.02,0.98,vector,vector
0.03,0.02,0.06,0.89,vector,vector
0.77,0.18,0.01,0.04,direct contact,direct contact
0.23,0.03,0.55,0.19,respiratory,respiratory
0.91,0.02,0.03,0.04,direct contact,direct contact
0.04,0.02,0.49,0.45,respiratory,respiratory
0.13,0.07,0.06,0.74,vector,vector
0.26,0.07,0.12,0.55,vector,vector
0.03,0.0,0.02,0.95,vector,vector
0.02,0.01,0.01,0.96,vector,vector
0.27,0.3,0.08,0.35,faecal-oral,vector
0.14,0.24,0.2,0.42,vector,vector
0.14,0.26,0.22,0.38,direct contact,vector
0.01,0.02,0.04,0.93,vector,vector
0.02,0.01,0.11,0.86,vector,vector
0.27,0.56,0.07,0.1,faecal-oral,faecal-oral
0.02,0.0,0.04,0.94,vector,vector
0.17,0.06,0.48,0.29,respiratory,respiratory
0.68,0.07,0.05,0.2,direct contact,direct contact
0.84,0.08,0.02,0.06,direct contact,direct contact
0.24,0.0,0.06,0.7,direct contact,vector
0.22,0.02,0.05,0.71,vector,vector
