prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.24,0.032,0.148,0.58,vector,vector
0.02,0.002,0.01,0.968,vector,vector
0.314,0.098,0.1402857142857143,0.44771428571428573,vector,vector
0.044,0.022,0.6766666666666667,0.25733333333333336,respiratory,respiratory
0.014,0.002,0.0,0.984,vector,vector
0.38,0.548,0.018,0.054,faecal-oral,faecal-oral
0.536,0.036,0.184,0.244,direct contact,direct contact
0.586,0.032,0.164,0.218,direct contact,direct contact
0.036,0.042,0.066,0.856,respiratory,vector
0.036,0.018,0.04,0.906,vector,vector
0.082,0.062,0.042,0.814,vector,vector
0.184,0.02,0.026,0.77,vector,vector
0.248,0.596,0.062,0.094,faecal-oral,faecal-oral
0.124,0.014,0.534,0.328,respiratory,respiratory
0.712,0.164,0.056,0.068,direct contact,direct contact
0.136,0.014,0.024,0.826,vector,vector
0.306,0.166,0.224,0.304,faecal-oral,direct contact
0.104,0.218,0.512,0.166,respiratory,respiratory
0.682,0.276,0.014,0.028,direct contact,direct contact
0.51,0.06,0.146,0.284,direct contact,direct contact
0.006,0.03,0.006,0.958,vector,vector
0.02,0.018,0.018,0.944,vector,vector
0.058,0.028,0.046,0.868,vector,vector
0.858,0.014,0.066,0.062,direct contact,direct contact
0.364,0.57,0.022,0.044,faecal-oral,faecal-oral
0.014,0.016,0.014,0.956,vector,vector
0.242,0.158,0.112,0.488,vector,vector
0.666,0.144,0.052,0.138,direct contact,direct contact
0.124,0.19,0.526,0.16,respiratory,respiratory
0.804,0.054,0.05,0.092,direct contact,direct contact
