prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.023333333333333334,0.013333333333333334,0.04666666666666667,0.9166666666666666,vector,vector
0.19,0.37,0.07,0.37,faecal-oral,faecal-oral
0.06333333333333334,0.08333333333333333,0.09333333333333334,0.76,vector,vector
0.8066666666666666,0.06333333333333334,0.04,0.09,direct contact,direct contact
0.3566666666666667,0.056666666666666664,0.09333333333333334,0.49333333333333335,direct contact,vector
0.11666666666666667,0.15333333333333332,0.5733333333333334,0.15666666666666668,respiratory,respiratory
0.3233333333333333,0.17666666666666667,0.10666666666666667,0.3933333333333333,direct contact,vector
0.10666666666666667,0.02666666666666667,0.08333333333333333,0.7833333333333333,vector,vector
0.6233333333333333,0.16333333333333333,0.07,0.14333333333333334,direct contact,direct contact
0.24666666666666667,0.13333333333333333,0.04666666666666667,0.5733333333333334,vector,vector
0.61,0.0033333333333333335,0.016666666666666666,0.37,vector,direct contact
0.016666666666666666,0.016666666666666666,0.02,0.9466666666666667,vector,vector
0.8033333333333333,0.03333333333333333,0.07666666666666666,0.08666666666666667,direct contact,direct contact
0.21666666666666667,0.6666666666666666,0.02,0.09666666666666666,direct contact,faecal-oral
0.07,0.043333333333333335,0.5366666666666666,0.35,respiratory,respiratory
0.14,0.07666666666666666,0.5733333333333334,0.21,respiratory,respiratory
0.21666666666666667,0.5733333333333334,0.03333333333333333,0.17666666666666667,faecal-oral,faecal-oral
0.13666666666666666,0.03,0.06,0.7733333333333333,vector,vector
0.35,0.31333333333333335,0.12666666666666668,0.21,faecal-oral,direct contact
0.08,0.023333333333333334,0.06,0.8366666666666667,vector,vector
0.29,0.05333333333333334,0.14333333333333334,0.5133333333333333,vector,vector
0.07333333333333333,0.023333333333333334,0.6133333333333333,0.29,respiratory,respiratory
0.14,0.11,0.13,0.62,vector,vector
0.63,0.043333333333333335,0.14666666666666667,0.18,direct contact,direct contact
0.043333333333333335,0.02,0.03666666666666667,0.9,vector,vector
0.3233333333333333,0.15,0.24,0.2866666666666667,faecal-oral,direct contact
0.12,0.19,0.6,0.09,respiratory,respiratory
0.31333333333333335,0.1,0.21,0.37666666666666665,vector,vector
0.6233333333333333,0.1,0.12666666666666668,0.15,direct contact,direct contact
0.013333333333333334,0.01,0.0,0.9766666666666667,vector,vector
