prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.05333333333333334,0.06333333333333334,0.08333333333333333,0.8,vector,vector
0.04,0.04,0.04666666666666667,0.8733333333333333,vector,vector
0.23333333333333334,0.5233333333333333,0.06,0.18333333333333332,faecal-oral,faecal-oral
0.02666666666666667,0.023333333333333334,0.03,0.92,vector,vector
0.06,0.02666666666666667,0.7,0.21333333333333335,respiratory,respiratory
0.03,0.0033333333333333335,0.006666666666666667,0.96,vector,vector
0.16,0.06,0.5333333333333333,0.24666666666666667,respiratory,respiratory
0.12333333333333334,0.01,0.03,0.8366666666666667,vector,vector
0.03333333333333333,0.0033333333333333335,0.02666666666666667,0.9366666666666666,vector,vector
0.22333333333333333,0.6333333333333333,0.04,0.10333333333333333,direct contact,faecal-oral
0.023333333333333334,0.0,0.02666666666666667,0.95,vector,vector
0.14,0.06666666666666667,0.38666666666666666,0.4066666666666667,respiratory,vector
0.39,0.17,0.22333333333333333,0.21666666666666667,faecal-oral,direct contact
0.75,0.07666666666666666,0.05,0.12333333333333334,direct contact,direct contact
0.5966666666666667,0.04666666666666667,0.18666666666666668,0.17,direct contact,direct contact
0.24333333333333335,0.03333333333333333,0.36666666666666664,0.3566666666666667,respiratory,respiratory
0.25666666666666665,0.15666666666666668,0.13333333333333333,0.4533333333333333,vector,vector
0.19,0.05,0.18,0.58,vector,vector
0.56,0.023333333333333334,0.14666666666666667,0.27,direct contact,direct contact
0.013333333333333334,0.013333333333333334,0.006666666666666667,0.9666666666666667,vector,vector
0.24666666666666667,0.41333333333333333,0.10666666666666667,0.23333333333333334,faecal-oral,faecal-oral
0.07,0.043333333333333335,0.6133333333333333,0.2733333333333333,respiratory,respiratory
0.63,0.09,0.11333333333333333,0.16666666666666666,direct contact,direct contact
0.27,0.31333333333333335,0.18,0.23666666666666666,faecal-oral,faecal-oral
0.5733333333333334,0.05333333333333334,0.10666666666666667,0.26666666666666666,direct contact,direct contact
0.03,0.023333333333333334,0.0033333333333333335,0.9433333333333334,vector,vector
0.22333333333333333,0.043333333333333335,0.45,0.2833333333333333,direct contact,respiratory
0.7366666666666667,0.09333333333333334,0.06666666666666667,0.10333333333333333,direct contact,direct contact
0.03,0.013333333333333334,0.03,0.9266666666666666,vector,vector
0.023333333333333334,0.0033333333333333335,0.023333333333333334,0.95,vector,vector
