prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.02,0.028,0.02,0.932,vector,vector
0.044,0.004,0.028,0.924,vector,vector
0.106,0.016,0.678,0.2,respiratory,respiratory
0.76,0.108,0.074,0.058,direct contact,direct contact
0.018,0.004,0.048,0.93,vector,vector
0.71,0.1,0.082,0.108,direct contact,direct contact
0.046,0.024,0.654,0.276,respiratory,respiratory
0.508,0.072,0.07,0.35,direct contact,direct contact
0.028,0.006,0.018,0.948,vector,vector
0.014,0.008,0.022,0.956,vector,vector
0.508,0.104,0.222,0.166,direct contact,direct contact
0.182,0.432,0.09,0.296,faecal-oral,faecal-oral
0.126,0.036,0.13,0.708,vector,vector
0.226,0.048,0.348,0.378,respiratory,vector
0.312,0.25,0.126,0.312,faecal-oral,direct contact
0.69,0.014,0.088,0.208,direct contact,direct contact
0.018,0.012,0.022,0.948,vector,vector
0.734,0.022,0.082,0.162,direct contact,direct contact
0.344,0.186,0.208,0.262,faecal-oral,direct contact
0.042,0.012,0.036,0.91,vector,vector
0.126,0.028,0.574,0.272,respiratory,respiratory
0.768,0.044,0.068,0.12,direct contact,direct contact
0.44,0.164,0.19,0.206,direct contact,direct contact
0.028,0.004,0.028,0.94,vector,vector
0.38,0.072,0.278,0.27,vector,direct contact
0.112,0.196,0.566,0.126,respiratory,respiratory
0.04,0.022,0.034,0.904,vector,vector
0.374,0.008,0.016,0.602,vector,vector
0.216,0.584,0.054,0.146,faecal-oral,faecal-oral
0.176,0.082,0.36,0.382,vector,vector
