prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.26,0.06666666666666667,0.10666666666666667,0.5666666666666667,vector,vector
0.26666666666666666,0.03666666666666667,0.16,0.5366666666666666,vector,vector
0.043333333333333335,0.03,0.04,0.8866666666666667,vector,vector
0.13,0.02,0.7333333333333333,0.11666666666666667,respiratory,respiratory
0.12666666666666668,0.6933333333333334,0.08,0.1,faecal-oral,faecal-oral
0.27,0.05333333333333334,0.3333333333333333,0.3433333333333333,respiratory,vector
0.8066666666666666,0.043333333333333335,0.07333333333333333,0.07666666666666666,direct contact,direct contact
0.6033333333333334,0.04666666666666667,0.08666666666666667,0.2633333333333333,direct contact,direct contact
0.82,0.05333333333333334,0.06,0.06666666666666667,direct contact,direct contact
0.57,0.006666666666666667,0.03666666666666667,0.38666666666666666,vector,direct contact
0.42333333333333334,0.4633333333333333,0.05,0.06333333333333334,faecal-oral,faecal-oral
0.06333333333333334,0.02666666666666667,0.09333333333333334,0.8166666666666667,vector,vector
0.24666666666666667,0.12,0.43666666666666665,0.19666666666666666,faecal-oral,respiratory
0.22333333333333333,0.19,0.13,0.45666666666666667,vector,vector
0.17666666666666667,0.09333333333333334,0.38666666666666666,0.3433333333333333,respiratory,respiratory
0.03333333333333333,0.03,0.03,0.9066666666666666,vector,vector
0.24,0.18666666666666668,0.2833333333333333,0.29,direct contact,vector
0.5,0.03666666666666667,0.14666666666666667,0.31666666666666665,direct contact,direct contact
0.79,0.09,0.06333333333333334,0.056666666666666664,direct contact,direct contact
0.2833333333333333,0.043333333333333335,0.53,0.14333333333333334,respiratory,respiratory
0.5533333333333333,0.12,0.11333333333333333,0.21333333333333335,direct contact,direct contact
0.31666666666666665,0.10333333333333333,0.14666666666666667,0.43333333333333335,vector,vector
0.06666666666666667,0.023333333333333334,0.05333333333333334,0.8566666666666667,vector,vector
0.21666666666666667,0.19333333333333333,0.09333333333333334,0.49666666666666665,vector,vector
0.03666666666666667,0.023333333333333334,0.6133333333333333,0.32666666666666666,respiratory,respiratory
0.03,0.03,0.06,0.88,vector,vector
0.6466666666666666,0.04,0.11,0.20333333333333334,direct contact,direct contact
0.03666666666666667,0.04,0.06,0.8633333333333333,vector,vector
0.45666666666666667,0.13333333333333333,0.18666666666666668,0.22333333333333333,faecal-oral,direct contact
0.01,0.0033333333333333335,0.0033333333333333335,0.9833333333333333,vector,vector
