prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.066,0.224,0.45,0.26,direct contact,respiratory
0.004,0.002,0.008,0.986,vector,vector
0.18,0.018,0.038,0.764,vector,vector
0.022,0.02,0.008,0.95,vector,vector
0.038,0.02,0.008,0.934,vector,vector
0.88,0.026,0.04,0.054,direct contact,direct contact
0.848,0.022,0.06,0.07,direct contact,direct contact
0.18,0.086,0.356,0.378,respiratory,vector
0.668,0.138,0.054,0.14,direct contact,direct contact
0.018,0.0,0.004,0.978,vector,vector
0.124,0.048,0.598,0.23,respiratory,respiratory
0.04,0.0,0.006,0.954,vector,vector
0.102,0.1,0.07,0.728,vector,vector
0.042,0.066,0.062,0.83,vector,vector
0.204,0.456,0.124,0.216,faecal-oral,faecal-oral
0.198,0.042,0.52,0.24,respiratory,respiratory
0.148,0.036,0.648,0.168,respiratory,respiratory
0.054,0.044,0.09,0.812,respiratory,vector
0.02,0.006,0.024,0.95,vector,vector
0.588,0.026,0.098,0.288,direct contact,direct contact
0.294,0.04,0.142,0.524,vector,vector
0.012,0.0,0.002,0.986,vector,vector
0.83,0.018,0.078,0.074,direct contact,direct contact
0.184,0.332,0.198,0.286,vector,faecal-oral
0.196,0.438,0.048,0.318,faecal-oral,faecal-oral
0.202,0.536,0.124,0.138,faecal-oral,faecal-oral
0.68,0.272,0.022,0.026,direct contact,direct contact
0.296,0.18,0.1,0.424,vector,vector
0.712,0.02,0.07,0.198,direct contact,direct contact
0.25,0.358,0.092,0.3,faecal-oral,faecal-oral
