prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.5,0.05,0.086,0.364,vector,direct contact
0.766,0.066,0.054,0.114,direct contact,direct contact
0.66,0.026,0.148,0.166,direct contact,direct contact
0.308,0.042,0.404,0.246,respiratory,respiratory
0.3,0.106,0.246,0.348,vector,vector
0.046,0.018,0.04,0.896,vector,vector
0.016,0.008,0.016,0.96,vector,vector
0.678,0.278,0.014,0.03,direct contact,direct contact
0.188,0.382,0.094,0.336,faecal-oral,faecal-oral
0.252,0.15,0.144,0.454,vector,vector
0.274,0.52,0.09,0.116,faecal-oral,faecal-oral
0.74,0.23,0.006,0.024,direct contact,direct contact
0.184,0.132,0.502,0.182,faecal-oral,respiratory
0.054,0.018,0.108,0.82,vector,vector
0.022,0.014,0.026,0.938,vector,vector
0.024,0.028,0.138,0.81,vector,vector
0.708,0.028,0.096,0.168,direct contact,direct contact
0.032,0.008,0.664,0.296,respiratory,respiratory
0.864,0.068,0.034,0.034,direct contact,direct contact
0.756,0.052,0.07,0.122,direct contact,direct contact
0.882,0.018,0.042,0.058,direct contact,direct contact
0.198,0.04,0.524,0.238,respiratory,respiratory
0.228,0.192,0.168,0.412,vector,vector
0.214,0.212,0.168,0.406,vector,vector
0.24,0.586,0.074,0.1,faecal-oral,faecal-oral
0.064,0.01,0.568,0.358,respiratory,respiratory
0.264,0.204,0.134,0.398,vector,vector
0.05,0.018,0.036,0.896,vector,vector
0.078,0.014,0.586,0.322,respiratory,respiratory
0.016,0.008,0.054,0.922,vector,vector
