prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.048,0.044,0.036033333333333334,0.8719666666666667,vector,vector
0.255,0.342,0.074,0.329,faecal-oral,faecal-oral
0.028,0.018,0.01603333333333333,0.9379666666666667,vector,vector
0.026,0.012,0.08603333333333334,0.8759666666666667,direct contact,vector
0.316,0.592,0.024,0.068,faecal-oral,faecal-oral
0.378,0.056,0.05803333333333333,0.5079666666666667,direct contact,vector
0.018,0.016,0.054700000000000006,0.9113,vector,vector
0.132,0.026,0.638,0.204,respiratory,respiratory
0.382,0.262,0.13403333333333334,0.22196666666666667,faecal-oral,direct contact
0.244,0.552,0.068,0.136,faecal-oral,faecal-oral
0.026,0.02,0.08803333333333332,0.8659666666666667,vector,vector
0.022,0.012,0.014033333333333333,0.9519666666666667,vector,vector
0.246,0.056,0.15603333333333333,0.5419666666666667,vector,vector
0.108,0.018,0.764,0.11,respiratory,respiratory
0.002,0.002,0.01603333333333333,0.9799666666666667,vector,vector
0.022,0.012,0.06603333333333333,0.8999666666666667,vector,vector
0.668,0.022,0.13203333333333334,0.17796666666666666,direct contact,direct contact
0.882,0.018,0.054,0.046,direct contact,direct contact
0.056,0.01,0.74,0.194,respiratory,respiratory
0.24,0.056,0.17003333333333334,0.5339666666666667,vector,vector
0.35,0.042,0.3640333333333333,0.24396666666666667,respiratory,respiratory
0.618,0.324,0.028,0.03,direct contact,direct contact
0.184,0.074,0.388,0.354,vector,respiratory
0.788,0.032,0.058,0.122,direct contact,direct contact
0.132,0.098,0.11003333333333333,0.6599666666666667,vector,vector
0.528,0.022,0.106,0.344,direct contact,direct contact
0.078,0.108,0.106,0.708,vector,vector
0.024,0.012,0.04603333333333333,0.9179666666666667,direct contact,vector
0.44,0.052,0.312,0.196,respiratory,direct contact
0.004,0.01,0.07403333333333333,0.9119666666666667,vector,vector
