prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.47,0.05,0.26,0.22,vector,direct contact
0.6,0.33,0.04,0.03,direct contact,direct contact
0.37,0.04,0.42,0.17,respiratory,respiratory
0.76,0.18,0.03,0.03,direct contact,direct contact
0.12,0.04,0.4,0.44,respiratory,vector
0.01,0.0,0.05,0.94,vector,vector
0.17,0.02,0.25,0.56,vector,vector
0.29,0.04,0.21,0.46,vector,vector
0.04,0.02,0.69,0.25,respiratory,respiratory
0.73,0.01,0.07,0.19,direct contact,direct contact
0.43,0.28,0.12,0.17,faecal-oral,direct contact
0.92,0.02,0.04,0.02,direct contact,direct contact
0.03,0.02,0.16,0.79,vector,vector
0.34,0.15,0.18,0.33,direct contact,direct contact
0.02,0.01,0.02,0.95,vector,vector
0.38,0.47,0.07,0.08,faecal-oral,faecal-oral
0.24,0.57,0.06,0.13,faecal-oral,faecal-oral
0.11,0.02,0.29,0.58,vector,vector
0.06,0.01,0.04,0.89,vector,vector
0.03,0.01,0.02,0.94,vector,vector
0.64,0.1,0.1,0.16,direct contact,direct contact
0.0,0.04,0.09,0.87,vector,vector
0.61,0.32,0.06,0.01,direct contact,direct contact
0.24,0.2,0.1,0.46,vector,vector
0.17,0.0,0.18,0.65,vector,vector
0.55,0.13,0.12,0.2,direct contact,direct contact
0.3,0.0,0.02,0.68,vector,vector
0.38,0.04,0.37,0.21,respiratory,direct contact
0.19,0.54,0.14,0.13,faecal-oral,faecal-oral
0.05,0.18,0.61,0.16,respiratory,respiratory
