prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.07,0.06,0.08,0.79,vector,vector
0.39,0.06,0.35,0.2,respiratory,direct contact
0.42,0.06,0.29,0.23,respiratory,direct contact
0.02,0.02,0.02,0.94,vector,vector
0.54,0.09,0.11,0.26,direct contact,direct contact
0.58,0.35,0.02,0.05,direct contact,direct contact
0.23,0.21,0.2,0.36,vector,vector
0.29,0.52,0.06,0.13,faecal-oral,faecal-oral
0.04,0.03,0.07,0.86,vector,vector
0.21,0.63,0.08,0.08,faecal-oral,faecal-oral
0.37,0.11,0.09,0.43,vector,vector
0.03,0.04,0.02,0.91,vector,vector
0.91,0.01,0.03,0.05,direct contact,direct contact
0.14,0.01,0.06,0.79,vector,vector
0.28,0.18,0.14,0.4,respiratory,vector
0.16,0.13,0.22,0.49,direct contact,vector
0.47,0.4,0.06,0.07,faecal-oral,direct contact
0.0,0.02,0.07,0.91,vector,vector
0.49,0.04,0.12,0.35,vector,direct contact
0.38,0.11,0.05,0.46,vector,vector
0.08,0.14,0.04,0.74,vector,vector
0.17,0.14,0.5,0.19,faecal-oral,respiratory
0.87,0.04,0.03,0.06,direct contact,direct contact
0.03,0.05,0.05,0.87,vector,vector
0.75,0.01,0.13,0.11,direct contact,direct contact
0.68,0.08,0.08,0.16,direct contact,direct contact
0.35,0.08,0.38,0.19,respiratory,respiratory
0.18,0.0,0.72,0.1,respiratory,respiratory
0.92,0.0,0.06,0.02,direct contact,direct contact
0.05,0.02,0.03,0.9,vector,vector
