prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.274,0.276,0.158,0.292,faecal-oral,vector
0.272,0.578,0.072,0.078,faecal-oral,faecal-oral
0.63,0.164,0.072,0.134,direct contact,direct contact
0.186,0.328,0.126,0.36,faecal-oral,vector
0.056,0.014,0.608,0.322,respiratory,respiratory
0.36,0.074,0.254,0.312,vector,direct contact
0.026,0.016,0.024,0.934,vector,vector
0.292,0.08,0.048,0.58,vector,vector
0.08,0.106,0.702,0.112,respiratory,respiratory
0.572,0.096,0.096,0.236,direct contact,direct contact
0.046,0.022,0.64,0.292,respiratory,respiratory
0.314,0.052,0.39,0.244,respiratory,respiratory
0.202,0.054,0.29,0.454,vector,vector
0.54,0.078,0.142,0.24,direct contact,direct contact
0.014,0.018,0.028,0.94,vector,vector
0.024,0.024,0.038,0.914,vector,vector
0.014,0.008,0.006,0.972,vector,vector
0.03,0.03,0.612,0.328,respiratory,respiratory
0.862,0.01,0.08,0.048,direct contact,direct contact
0.15,0.034,0.152,0.664,vector,vector
0.754,0.142,0.046,0.058,direct contact,direct contact
0.038,0.184,0.468,0.31,direct contact,respiratory
0.088,0.04,0.072,0.8,vector,vector
0.814,0.078,0.04,0.068,direct contact,direct contact
0.39,0.064,0.054,0.492,direct contact,vector
0.104,0.062,0.12,0.714,vector,vector
0.036,0.012,0.134,0.818,vector,vector
0.168,0.362,0.128,0.342,faecal-oral,faecal-oral
0.018,0.014,0.05,0.918,vector,vector
0.122,0.05,0.092,0.736,vector,vector
