prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.4166666666666667,0.16333333333333333,0.15333333333333332,0.26666666666666666,direct contact,direct contact
0.7066666666666667,0.03333333333333333,0.09666666666666666,0.16333333333333333,direct contact,direct contact
0.07333333333333333,0.02666666666666667,0.6266666666666667,0.2733333333333333,respiratory,respiratory
0.6833333333333333,0.10333333333333333,0.07333333333333333,0.14,direct contact,direct contact
0.74,0.22666666666666666,0.013333333333333334,0.02,direct contact,direct contact
0.03333333333333333,0.023333333333333334,0.02666666666666667,0.9166666666666666,vector,vector
0.5033333333333333,0.08,0.14666666666666667,0.27,vector,direct contact
0.08333333333333333,0.16,0.016666666666666666,0.74,vector,vector
0.043333333333333335,0.03666666666666667,0.056666666666666664,0.8633333333333333,vector,vector
0.32,0.09666666666666666,0.16333333333333333,0.42,vector,vector
0.32666666666666666,0.10333333333333333,0.22666666666666666,0.3433333333333333,vector,vector
0.03,0.0,0.013333333333333334,0.9566666666666667,vector,vector
0.26,0.6533333333333333,0.02,0.06666666666666667,faecal-oral,faecal-oral
0.06,0.016666666666666666,0.62,0.30333333333333334,respiratory,respiratory
0.016666666666666666,0.02666666666666667,0.006666666666666667,0.95,vector,vector
0.47,0.4633333333333333,0.016666666666666666,0.05,faecal-oral,direct contact
0.29,0.21666666666666667,0.37666666666666665,0.11666666666666667,respiratory,respiratory
0.21666666666666667,0.16333333333333333,0.4533333333333333,0.16666666666666666,faecal-oral,respiratory
0.11333333333333333,0.08,0.056666666666666664,0.75,vector,vector
0.02666666666666667,0.016666666666666666,0.6533333333333333,0.30333333333333334,respiratory,respiratory
0.16,0.13333333333333333,0.07,0.6366666666666667,vector,vector
0.15666666666666668,0.11333333333333333,0.4166666666666667,0.31333333333333335,vector,respiratory
0.7833333333333333,0.06,0.06333333333333334,0.09333333333333334,direct contact,direct contact
0.28,0.21,0.19,0.32,respiratory,vector
0.01,0.006666666666666667,0.02666666666666667,0.9566666666666667,vector,vector
0.35,0.19333333333333333,0.08666666666666667,0.37,direct contact,vector
0.19333333333333333,0.006666666666666667,0.03,0.77,direct contact,vector
0.57,0.03333333333333333,0.11333333333333333,0.2833333333333333,vector,direct contact
0.58,0.12,0.10333333333333333,0.19666666666666666,direct contact,direct contact
0.22333333333333333,0.63,0.03666666666666667,0.11,faecal-oral,faecal-oral
