prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.01,0.0,0.0033333333333333335,0.9866666666666667,vector,vector
0.23666666666666666,0.6133333333333333,0.05,0.1,faecal-oral,faecal-oral
0.07333333333333333,0.1,0.07,0.7566666666666667,vector,vector
0.25666666666666665,0.07333333333333333,0.48,0.19,respiratory,respiratory
0.5233333333333333,0.05,0.08666666666666667,0.34,vector,direct contact
0.4,0.006666666666666667,0.016666666666666666,0.5766666666666667,vector,vector
0.07,0.11,0.6866666666666666,0.13333333333333333,respiratory,respiratory
0.3433333333333333,0.04,0.19,0.4266666666666667,vector,vector
0.25666666666666665,0.07,0.39666666666666667,0.27666666666666667,direct contact,respiratory
0.013333333333333334,0.0033333333333333335,0.006666666666666667,0.9766666666666667,vector,vector
0.016666666666666666,0.0,0.0,0.9833333333333333,vector,vector
0.39,0.15666666666666668,0.14333333333333334,0.31,direct contact,direct contact
0.013333333333333334,0.04666666666666667,0.14666666666666667,0.7933333333333333,vector,vector
0.14666666666666667,0.06666666666666667,0.35,0.43666666666666665,vector,vector
0.34,0.04666666666666667,0.19333333333333333,0.42,vector,vector
0.01,0.0033333333333333335,0.0,0.9866666666666667,vector,vector
0.17,0.49333333333333335,0.07,0.26666666666666666,faecal-oral,faecal-oral
0.8833333333333333,0.013333333333333334,0.06,0.043333333333333335,direct contact,direct contact
0.36333333333333334,0.14666666666666667,0.19,0.3,respiratory,direct contact
0.013333333333333334,0.01,0.016666666666666666,0.96,vector,vector
0.5066666666666667,0.07333333333333333,0.18,0.24,respiratory,direct contact
0.8133333333333334,0.056666666666666664,0.056666666666666664,0.07333333333333333,direct contact,direct contact
0.2833333333333333,0.20333333333333334,0.19666666666666666,0.31666666666666665,faecal-oral,vector
0.20333333333333334,0.0033333333333333335,0.01,0.7833333333333333,direct contact,vector
0.17666666666666667,0.18,0.19333333333333333,0.45,direct contact,vector
0.25666666666666665,0.5633333333333334,0.08666666666666667,0.09333333333333334,faecal-oral,faecal-oral
0.7966666666666666,0.16333333333333333,0.016666666666666666,0.023333333333333334,direct contact,direct contact
0.013333333333333334,0.006666666666666667,0.0033333333333333335,0.9766666666666667,vector,vector
0.8466666666666667,0.07,0.02,0.06333333333333334,direct contact,direct contact
0.05,0.02666666666666667,0.06333333333333334,0.86,respiratory,vector
