prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.7866666666666666,0.043333333333333335,0.04666666666666667,0.12333333333333334,direct contact,direct contact
0.23666666666666666,0.03,0.05,0.6833333333333333,vector,vector
0.03,0.016666666666666666,0.02666666666666667,0.9266666666666666,vector,vector
0.43666666666666665,0.44666666666666666,0.05,0.06666666666666667,faecal-oral,faecal-oral
0.42333333333333334,0.05,0.08,0.44666666666666666,direct contact,vector
0.24666666666666667,0.20333333333333334,0.18,0.37,vector,vector
0.25333333333333335,0.07333333333333333,0.42,0.25333333333333335,direct contact,respiratory
0.08333333333333333,0.016666666666666666,0.6066666666666667,0.29333333333333333,respiratory,respiratory
0.7866666666666666,0.08666666666666667,0.05,0.07666666666666666,direct contact,direct contact
0.31,0.14666666666666667,0.15333333333333332,0.39,vector,vector
0.12,0.1,0.13666666666666666,0.6433333333333333,vector,vector
0.14,0.043333333333333335,0.5566666666666666,0.26,respiratory,respiratory
0.06,0.02,0.06666666666666667,0.8533333333333334,vector,vector
0.7166666666666667,0.043333333333333335,0.11666666666666667,0.12333333333333334,direct contact,direct contact
0.71,0.07,0.06,0.16,direct contact,direct contact
0.25666666666666665,0.23333333333333334,0.13333333333333333,0.37666666666666665,vector,vector
0.28,0.5533333333333333,0.03666666666666667,0.13,faecal-oral,faecal-oral
0.36,0.06,0.38666666666666666,0.19333333333333333,respiratory,respiratory
0.10666666666666667,0.15,0.65,0.09333333333333334,respiratory,respiratory
0.09,0.09333333333333334,0.06666666666666667,0.75,vector,vector
0.02666666666666667,0.006666666666666667,0.6166666666666667,0.35,respiratory,respiratory
0.21333333333333335,0.013333333333333334,0.05333333333333334,0.72,vector,vector
0.04,0.02,0.016666666666666666,0.9233333333333333,vector,vector
0.5666666666666667,0.02,0.16666666666666666,0.24666666666666667,direct contact,direct contact
0.17333333333333334,0.6233333333333333,0.06333333333333334,0.14,faecal-oral,faecal-oral
0.22,0.13333333333333333,0.14,0.5066666666666667,vector,vector
0.6466666666666666,0.03666666666666667,0.10333333333333333,0.21333333333333335,direct contact,direct contact
0.02,0.0033333333333333335,0.006666666666666667,0.97,vector,vector
0.23,0.5333333333333333,0.05333333333333334,0.18333333333333332,faecal-oral,faecal-oral
0.46,0.016666666666666666,0.05,0.47333333333333333,vector,vector
