prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.034,0.004,0.006,0.956,vector,vector
0.164,0.116,0.352,0.368,vector,vector
0.666,0.104,0.104,0.126,direct contact,direct contact
0.194,0.216,0.098,0.492,vector,vector
0.056,0.06,0.064,0.82,vector,vector
0.44,0.488,0.016,0.056,faecal-oral,faecal-oral
0.134,0.456,0.158,0.252,vector,faecal-oral
0.318,0.192,0.164,0.326,respiratory,vector
0.21,0.066,0.29,0.434,vector,vector
0.042,0.044,0.044,0.87,respiratory,vector
0.232,0.584,0.03,0.154,faecal-oral,faecal-oral
0.864,0.064,0.03,0.042,direct contact,direct contact
0.062,0.01,0.562,0.366,respiratory,respiratory
0.06,0.038,0.034,0.868,vector,vector
0.298,0.078,0.128,0.496,vector,vector
0.142,0.01,0.016,0.832,vector,vector
0.208,0.494,0.098,0.2,faecal-oral,faecal-oral
0.188,0.02,0.562,0.23,respiratory,respiratory
0.394,0.192,0.162,0.252,direct contact,direct contact
0.944,0.006,0.028,0.022,direct contact,direct contact
0.74,0.08,0.082,0.098,direct contact,direct contact
0.14,0.012,0.028,0.82,vector,vector
0.074,0.188,0.69,0.048,respiratory,respiratory
0.414,0.106,0.29,0.19,direct contact,direct contact
0.018,0.014,0.02,0.948,vector,vector
0.124,0.07,0.108,0.698,vector,vector
0.764,0.042,0.066,0.128,direct contact,direct contact
0.08,0.126,0.058,0.736,vector,vector
0.266,0.574,0.078,0.082,faecal-oral,faecal-oral
0.622,0.31,0.014,0.054,direct contact,direct contact
