prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.68,0.03333333333333333,0.08,0.20666666666666667,direct contact,direct contact
0.04,0.04,0.03333333333333333,0.8866666666666667,vector,vector
0.2833333333333333,0.6333333333333333,0.023333333333333334,0.06,faecal-oral,faecal-oral
0.006666666666666667,0.0033333333333333335,0.013333333333333334,0.9766666666666667,vector,vector
0.3433333333333333,0.3333333333333333,0.12333333333333334,0.2,faecal-oral,direct contact
0.07333333333333333,0.02,0.58,0.32666666666666666,respiratory,respiratory
0.023333333333333334,0.013333333333333334,0.02,0.9433333333333334,vector,vector
0.24666666666666667,0.23666666666666666,0.36333333333333334,0.15333333333333332,respiratory,respiratory
0.6366666666666667,0.02,0.16333333333333333,0.18,direct contact,direct contact
0.05,0.016666666666666666,0.08333333333333333,0.85,vector,vector
0.15,0.49,0.09666666666666666,0.2633333333333333,faecal-oral,faecal-oral
0.14,0.03,0.5766666666666667,0.25333333333333335,respiratory,respiratory
0.17666666666666667,0.006666666666666667,0.056666666666666664,0.76,direct contact,vector
0.03,0.02,0.6333333333333333,0.31666666666666665,respiratory,respiratory
0.023333333333333334,0.006666666666666667,0.023333333333333334,0.9466666666666667,vector,vector
0.24333333333333335,0.023333333333333334,0.22,0.5133333333333333,vector,vector
0.20333333333333334,0.5933333333333334,0.09,0.11333333333333333,faecal-oral,faecal-oral
0.5266666666666666,0.44,0.01,0.023333333333333334,direct contact,direct contact
0.11,0.08333333333333333,0.06,0.7466666666666667,vector,vector
0.3466666666666667,0.043333333333333335,0.06666666666666667,0.5433333333333333,vector,vector
0.5166666666666667,0.09,0.10333333333333333,0.29,direct contact,direct contact
0.6266666666666667,0.15,0.09,0.13333333333333333,direct contact,direct contact
0.08,0.10666666666666667,0.08666666666666667,0.7266666666666667,vector,vector
0.37,0.18333333333333332,0.12666666666666668,0.32,direct contact,direct contact
0.03333333333333333,0.013333333333333334,0.043333333333333335,0.91,vector,vector
0.05,0.02666666666666667,0.12,0.8033333333333333,vector,vector
0.11666666666666667,0.08,0.06333333333333334,0.74,vector,vector
0.08666666666666667,0.04,0.5633333333333334,0.31,respiratory,respiratory
0.03666666666666667,0.03333333333333333,0.07333333333333333,0.8566666666666667,vector,vector
0.83,0.023333333333333334,0.07,0.07666666666666666,direct contact,direct contact
