prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.204,0.196,0.156,0.444,vector,vector
0.026,0.01,0.014,0.95,vector,vector
0.166,0.05,0.576,0.208,respiratory,respiratory
0.268,0.034,0.564,0.134,respiratory,respiratory
0.12,0.004,0.096,0.78,vector,vector
0.656,0.294,0.012,0.038,direct contact,direct contact
0.054,0.088,0.106,0.752,vector,vector
0.788,0.068,0.078,0.066,direct contact,direct contact
0.1,0.032,0.654,0.214,respiratory,respiratory
0.838,0.052,0.064,0.046,direct contact,direct contact
0.244,0.266,0.314,0.176,respiratory,respiratory
0.058,0.024,0.058,0.86,vector,vector
0.428,0.39,0.082,0.1,direct contact,direct contact
0.714,0.018,0.14,0.128,direct contact,direct contact
0.014,0.02,0.004,0.962,vector,vector
0.122,0.218,0.518,0.142,respiratory,respiratory
0.376,0.54,0.032,0.052,faecal-oral,faecal-oral
0.328,0.078,0.15,0.444,vector,vector
0.196,0.072,0.29,0.442,vector,vector
0.276,0.598,0.042,0.084,faecal-oral,faecal-oral
0.406,0.068,0.058,0.468,direct contact,vector
0.334,0.2,0.262,0.204,faecal-oral,direct contact
0.256,0.094,0.176,0.474,vector,vector
0.244,0.066,0.308,0.382,vector,vector
0.778,0.03,0.076,0.116,direct contact,direct contact
0.318,0.492,0.08,0.11,faecal-oral,faecal-oral
0.072,0.076,0.062,0.79,vector,vector
0.152,0.052,0.146,0.65,vector,vector
0.022,0.014,0.022,0.942,vector,vector
0.624,0.092,0.126,0.158,direct contact,direct contact
