prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.006666666666666667,0.0033333333333333335,0.03333333333333333,0.9566666666666667,vector,vector
0.5666666666666667,0.03,0.15333333333333332,0.25,direct contact,direct contact
0.21666666666666667,0.5966666666666667,0.07333333333333333,0.11333333333333333,faecal-oral,faecal-oral
0.11666666666666667,0.01,0.08333333333333333,0.79,vector,vector
0.15,0.14666666666666667,0.09333333333333334,0.61,vector,vector
0.03666666666666667,0.03666666666666667,0.07333333333333333,0.8533333333333334,vector,vector
0.36,0.22,0.18666666666666668,0.23333333333333334,faecal-oral,direct contact
0.38,0.17666666666666667,0.13,0.31333333333333335,direct contact,direct contact
0.14666666666666667,0.006666666666666667,0.02666666666666667,0.82,direct contact,vector
0.12,0.016666666666666666,0.30333333333333334,0.56,vector,vector
0.09333333333333334,0.01,0.04666666666666667,0.85,vector,vector
0.06666666666666667,0.10666666666666667,0.09333333333333334,0.7333333333333333,vector,vector
0.02666666666666667,0.04,0.04,0.8933333333333333,vector,vector
0.11666666666666667,0.12666666666666668,0.07333333333333333,0.6833333333333333,vector,vector
0.6966666666666667,0.25,0.023333333333333334,0.03,direct contact,direct contact
0.65,0.11666666666666667,0.07,0.16333333333333333,direct contact,direct contact
0.27666666666666667,0.38333333333333336,0.18,0.16,faecal-oral,faecal-oral
0.02,0.016666666666666666,0.5766666666666667,0.38666666666666666,respiratory,respiratory
0.81,0.10666666666666667,0.01,0.07333333333333333,direct contact,direct contact
0.013333333333333334,0.0033333333333333335,0.03333333333333333,0.95,vector,vector
0.13666666666666666,0.16,0.07,0.6333333333333333,vector,vector
0.03,0.023333333333333334,0.7533333333333333,0.19333333333333333,respiratory,respiratory
0.06333333333333334,0.03,0.07,0.8366666666666667,vector,vector
0.32666666666666666,0.05,0.4,0.22333333333333333,respiratory,respiratory
0.28,0.20666666666666667,0.17,0.3433333333333333,respiratory,vector
0.18333333333333332,0.5766666666666667,0.1,0.14,faecal-oral,faecal-oral
0.8433333333333334,0.03,0.06,0.06666666666666667,direct contact,direct contact
0.13,0.09,0.67,0.11,respiratory,respiratory
0.5666666666666667,0.05,0.13333333333333333,0.25,direct contact,direct contact
0.07,0.03666666666666667,0.06333333333333334,0.83,vector,vector
