prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,true,pred
0.2966666666666667,0.07,0.07666666666666666,0.5566666666666666,vector,vector
0.16666666666666666,0.06,0.26,0.5133333333333333,vector,vector
0.6966666666666667,0.03,0.09,0.18333333333333332,direct contact,direct contact
0.2966666666666667,0.21666666666666667,0.16666666666666666,0.32,faecal-oral,vector
0.03666666666666667,0.05333333333333334,0.03333333333333333,0.8766666666666667,vector,vector
0.25,0.06333333333333334,0.14666666666666667,0.54,vector,vector
0.8366666666666667,0.03666666666666667,0.07333333333333333,0.05333333333333334,direct contact,direct contact
0.03,0.02,0.6833333333333333,0.26666666666666666,respiratory,respiratory
0.25666666666666665,0.57,0.03,0.14333333333333334,faecal-oral,faecal-oral
0.7066666666666667,0.1,0.08333333333333333,0.11,direct contact,direct contact
0.2733333333333333,0.05333333333333334,0.04666666666666667,0.6266666666666667,direct contact,vector
0.5533333333333333,0.056666666666666664,0.22666666666666666,0.16333333333333333,direct contact,direct contact
0.05333333333333334,0.05,0.03333333333333333,0.8633333333333333,vector,vector
0.006666666666666667,0.016666666666666666,0.0,0.9766666666666667,vector,vector
0.05333333333333334,0.01,0.11666666666666667,0.82,vector,vector
0.26,0.12,0.22,0.4,respiratory,vector
0.013333333333333334,0.01,0.04,0.9366666666666666,vector,vector
0.48333333333333334,0.03333333333333333,0.20666666666666667,0.27666666666666667,direct contact,direct contact
0.08333333333333333,0.023333333333333334,0.7566666666666667,0.13666666666666666,respiratory,respiratory
0.02666666666666667,0.01,0.006666666666666667,0.9566666666666667,vector,vector
0.91,0.023333333333333334,0.02,0.04666666666666667,direct contact,direct contact
0.28,0.06666666666666667,0.31666666666666665,0.33666666666666667,respiratory,vector
0.13,0.7566666666666667,0.02,0.09333333333333334,faecal-oral,faecal-oral
0.16333333333333333,0.47333333333333333,0.06666666666666667,0.2966666666666667,faecal-oral,faecal-oral
0.54,0.05,0.13,0.28,direct contact,direct contact
0.056666666666666664,0.05,0.05333333333333334,0.84,vector,vector
0.09,0.03333333333333333,0.13333333333333333,0.7433333333333333,vector,vector
0.09666666666666666,0.14666666666666667,0.7066666666666667,0.05,respiratory,respiratory
0.02666666666666667,0.016666666666666666,0.023333333333333334,0.9333333333333333,vector,vector
0.03,0.01,0.04,0.92,vector,vector
