prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.024970984,0.081542276,0.019965207,0.019918405,0.0506319,0.8029713,2955291,respiratory,viraemic
0.0055625685,0.002342086,0.0018226693,0.003861186,0.010297306,0.97611415,3052418,viraemic,viraemic
0.49930507,0.07840607,0.03230951,0.056080226,0.06769542,0.2662037,1821750,gastrointestinal,gastrointestinal
0.31913707,0.099199794,0.16396888,0.072214074,0.14777003,0.19771017,1972574,viraemic,gastrointestinal
0.014576179,0.0944274,0.25900295,0.01916654,0.014416837,0.59841007,11021,neural,viraemic
0.06551841,0.061055765,0.4036961,0.07889908,0.025000224,0.36583042,3052230,other,other
0.023043027,0.08980371,0.034759562,0.026094878,0.36100972,0.46528912,3052310,systemic,viraemic
0.016689802,0.023611594,0.016533464,0.004936981,0.0057162107,0.9325119,11034,viraemic,viraemic
0.836604,0.04682168,0.05165734,0.027364573,0.019834299,0.017718166,12475,other,gastrointestinal
0.0019541206,0.0013970884,0.0019319346,0.0018900082,0.9893156,0.0035111716,2169991,systemic,systemic
0.004323789,0.006318487,0.0054293214,0.0021376745,0.0027077144,0.979083,11039,neural,viraemic
0.009897316,0.0076990747,0.0024794843,0.0033261918,0.970266,0.0063319504,3052307,systemic,systemic
0.463567,0.09140265,0.055946052,0.09975199,0.22745527,0.061877105,12092,other,gastrointestinal
0.27711838,0.06119533,0.26418778,0.054010633,0.04091991,0.30256796,1678143,other,viraemic
0.2995714,0.0753285,0.2789832,0.04419589,0.08158703,0.22033393,3052514,viraemic,gastrointestinal
0.20226714,0.10758313,0.03155642,0.09857615,0.11057846,0.4494387,3052558,viraemic,viraemic
0.27815035,0.042386916,0.04011122,0.09975326,0.023849638,0.5157486,138950,gastrointestinal,viraemic
0.015158,0.009823579,0.040366925,0.007606926,0.0053945943,0.92164993,204269,neural,viraemic
0.0020631491,0.9852727,0.0032268849,0.0032661976,0.0035462205,0.0026247716,249583,neural,neural
0.08336465,0.033154123,0.14215735,0.051067885,0.13307849,0.5571775,3052461,systemic,viraemic
0.084110335,0.031079382,0.012466001,0.010078975,0.030479351,0.831786,3052384,viraemic,viraemic
0.020629695,0.037334085,0.03590245,0.07762044,0.13669583,0.69181746,3052342,viraemic,viraemic
0.23401333,0.08753904,0.054979865,0.21741432,0.3665395,0.03951394,277944,respiratory,systemic
0.20856613,0.07314501,0.020770792,0.047163587,0.08500911,0.5653454,3051375,viraemic,viraemic
0.04976817,0.12646276,0.32431915,0.15527715,0.04042535,0.3037474,1972573,viraemic,other
0.38853976,0.04244141,0.03929139,0.064884484,0.44027117,0.024571827,1803956,gastrointestinal,systemic
0.39001888,0.14928938,0.16877793,0.08716679,0.1433486,0.06139838,138951,gastrointestinal,gastrointestinal
0.010779435,0.031001354,0.18935582,0.010841329,0.015390996,0.742631,3048184,neural,viraemic
0.01942485,0.008844035,0.0054079075,0.010573587,0.015386041,0.9403635,3052429,viraemic,viraemic
0.21566023,0.044036105,0.036631174,0.074083544,0.20936237,0.4202266,3048148,respiratory,viraemic
