prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.255,0.055,0.37,0.32,3052503,respiratory,respiratory
0.175,0.01,0.035,0.78,3048170,vector,vector
0.5,0.115,0.045,0.34,3048148,direct contact,direct contact
0.56175,0.11625,0.05175,0.27025,1972576,vector,direct contact
0.42174999999999996,0.21125,0.18175,0.18525,11723,direct contact,direct contact
0.41,0.345,0.085,0.16,2956252,faecal-oral,direct contact
0.16,0.285,0.13,0.425,3052456,vector,vector
0.3708333333333333,0.095,0.105,0.42916666666666664,1972578,vector,vector
0.19,0.025,0.635,0.15,3052331,respiratory,respiratory
0.06916666666666665,0.015,0.02583333333333333,0.89,2083199,vector,vector
0.7,0.07,0.065,0.165,3049952,direct contact,direct contact
0.005,0.02,0.0,0.975,3048215,vector,vector
0.22,0.635,0.065,0.08,2003651,faecal-oral,faecal-oral
0.295,0.275,0.03,0.4,1348384,faecal-oral,vector
0.04,0.005,0.025,0.93,3047817,vector,vector
0.025,0.005,0.015,0.955,11029,vector,vector
0.62,0.055,0.11,0.215,11676,direct contact,direct contact
0.6467499999999999,0.08125,0.06675,0.20525,2951618,direct contact,direct contact
0.675,0.16,0.095,0.07,338478,direct contact,direct contact
0.05,0.135,0.115,0.7,3052389,vector,vector
0.105,0.1,0.23,0.565,3052429,vector,vector
0.14,0.085,0.1,0.675,3052444,vector,vector
0.175,0.08,0.495,0.25,3052474,respiratory,respiratory
0.1375,0.04,0.02,0.8025,3052428,vector,vector
0.20175,0.08125,0.14675000000000002,0.57025,1972579,vector,vector
0.665,0.145,0.03,0.16,3052223,direct contact,direct contact
0.45,0.255,0.065,0.23,138951,direct contact,direct contact
0.36,0.365,0.105,0.17,1239573,faecal-oral,faecal-oral
0.06175,0.02625,0.80175,0.11025,3052496,respiratory,respiratory
