prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.142,0.006,0.716,0.136,3052317,respiratory,respiratory
0.182,0.038,0.018,0.762,40057,vector,vector
0.504,0.278,0.036,0.182,138951,direct contact,direct contact
0.06,0.046,0.038,0.856,59304,vector,vector
0.388,0.058,0.172,0.382,1987017,direct contact,direct contact
0.302,0.53,0.06,0.108,2003652,faecal-oral,faecal-oral
0.206,0.02,0.27,0.504,11569,vector,vector
0.166,0.08,0.088,0.666,3052401,vector,vector
0.134,0.05,0.484,0.332,3052474,respiratory,respiratory
0.064,0.02,0.06,0.856,11021,vector,vector
0.682,0.06,0.072,0.186,3052556,direct contact,direct contact
0.164,0.054,0.186,0.596,3052684,vector,vector
0.268,0.216,0.17,0.346,1803956,faecal-oral,vector
0.286,0.522,0.064,0.128,2003649,faecal-oral,faecal-oral
0.164,0.144,0.09,0.602,204269,vector,vector
0.292,0.154,0.214,0.34,3052440,vector,vector
0.758,0.046,0.054,0.142,249583,direct contact,direct contact
0.542,0.056,0.112,0.29,3052345,direct contact,direct contact
0.382,0.078,0.054,0.486,3048148,direct contact,vector
0.0,0.006,0.004,0.99,3048225,vector,vector
0.112,0.054,0.046,0.788,40053,vector,vector
0.01,0.006,0.002,0.982,3048448,vector,vector
0.15,0.11,0.658,0.082,290028,respiratory,respiratory
0.142,0.082,0.106,0.67,1972577,vector,vector
0.132,0.048,0.05,0.77,2748762,vector,vector
0.446,0.156,0.158,0.24,12475,direct contact,direct contact
0.59,0.042,0.088,0.28,1897087,direct contact,direct contact
0.198,0.35,0.182,0.27,1239572,faecal-oral,faecal-oral
0.078,0.026,0.754,0.142,3052496,respiratory,respiratory
