prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.15333333333333332,0.29,0.36,0.19666666666666666,694003,respiratory,respiratory
0.31333333333333335,0.32666666666666666,0.13,0.23,77763,vector,faecal-oral
0.77,0.023333333333333334,0.07333333333333333,0.13333333333333333,90961,direct contact,direct contact
0.18,0.15,0.26666666666666666,0.4033333333333333,3052431,vector,vector
0.7166666666666667,0.04666666666666667,0.18,0.056666666666666664,194440,direct contact,direct contact
0.38333333333333336,0.4866666666666667,0.056666666666666664,0.07333333333333333,2003650,faecal-oral,faecal-oral
0.09666666666666666,0.09,0.08333333333333333,0.73,3052413,vector,vector
0.13,0.09333333333333334,0.03,0.7466666666666667,3052389,vector,vector
0.12666666666666668,0.10333333333333333,0.5333333333333333,0.23666666666666666,3052789,respiratory,respiratory
0.16666666666666666,0.0,0.0033333333333333335,0.83,3047837,vector,vector
0.6166666666666667,0.24333333333333335,0.043333333333333335,0.09666666666666666,3051375,direct contact,direct contact
0.11333333333333333,0.08666666666666667,0.02666666666666667,0.7733333333333333,40057,vector,vector
0.44333333333333336,0.33,0.09666666666666666,0.13,72149,faecal-oral,direct contact
0.31,0.37333333333333335,0.14333333333333334,0.17333333333333334,2003649,faecal-oral,faecal-oral
0.25,0.12,0.08333333333333333,0.5466666666666666,1972573,vector,vector
0.04,0.0,0.016666666666666666,0.9433333333333334,3047817,vector,vector
0.26,0.30666666666666664,0.07,0.36333333333333334,12110,direct contact,vector
0.5666666666666667,0.24666666666666667,0.12,0.06666666666666667,147712,direct contact,direct contact
0.35,0.19333333333333333,0.08333333333333333,0.37333333333333335,2955291,direct contact,vector
0.16,0.09333333333333334,0.07333333333333333,0.6733333333333333,332097,vector,vector
0.10666666666666667,0.023333333333333334,0.06333333333333334,0.8066666666666666,11020,vector,vector
0.16666666666666666,0.18,0.14333333333333334,0.51,3052397,vector,vector
0.09333333333333334,0.07333333333333333,0.5266666666666666,0.30666666666666664,3052489,respiratory,respiratory
0.08666666666666667,0.08333333333333333,0.016666666666666666,0.8133333333333334,40053,vector,vector
0.15333333333333332,0.043333333333333335,0.24333333333333335,0.56,11569,vector,vector
0.09333333333333334,0.016666666666666666,0.7666666666666667,0.12333333333333334,3052314,direct contact,respiratory
0.8766666666666667,0.056666666666666664,0.03333333333333333,0.03333333333333333,3052460,direct contact,direct contact
0.47,0.27666666666666667,0.19666666666666666,0.056666666666666664,1821750,faecal-oral,direct contact
0.11,0.02,0.7733333333333333,0.09666666666666666,3052317,respiratory,respiratory
