prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.316,0.268,0.098,0.318,3052501,respiratory,vector
0.184,0.094,0.188,0.534,3052684,vector,vector
0.662,0.138,0.088,0.112,3052505,direct contact,direct contact
0.306,0.266,0.102,0.326,3052456,vector,vector
0.63,0.254,0.046,0.07,138948,direct contact,direct contact
0.316,0.6,0.032,0.052,2003651,faecal-oral,faecal-oral
0.152,0.048,0.05,0.75,204269,vector,vector
0.564,0.01,0.004,0.422,3048175,vector,direct contact
0.092,0.046,0.648,0.214,3052325,respiratory,respiratory
0.222,0.068,0.07,0.64,40058,vector,vector
0.672,0.044,0.044,0.24,11292,direct contact,direct contact
0.014,0.002,0.012,0.972,3046277,vector,vector
0.332,0.178,0.346,0.144,36427,faecal-oral,respiratory
0.264,0.346,0.15,0.24,1803956,faecal-oral,faecal-oral
0.246,0.184,0.106,0.464,3052397,vector,vector
0.112,0.014,0.106,0.768,59300,vector,vector
0.258,0.086,0.2,0.456,1987017,direct contact,vector
0.748,0.09,0.046,0.116,249583,direct contact,direct contact
0.15,0.016,0.612,0.222,3052314,direct contact,respiratory
0.03,0.02,0.02,0.93,3047817,vector,vector
0.65,0.01,0.014,0.326,3052465,vector,direct contact
0.02,0.028,0.004,0.948,3048215,vector,vector
0.088,0.05,0.566,0.296,3052789,respiratory,respiratory
0.456,0.182,0.062,0.3,1972576,vector,direct contact
0.1,0.194,0.086,0.62,1972572,vector,vector
0.81,0.074,0.044,0.072,3052460,direct contact,direct contact
0.384,0.06,0.164,0.392,3052610,direct contact,vector
0.262,0.63,0.032,0.076,2003649,faecal-oral,faecal-oral
0.208,0.054,0.592,0.146,2169991,respiratory,respiratory
