prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.065,0.105,0.02,0.155,0.265,0.39,3052557,3,5
0.125,0.125,0.11,0.13,0.14,0.37,3052514,5,5
0.335,0.205,0.09,0.07,0.05,0.25,138949,0,0
0.15,0.36,0.095,0.015,0.03,0.35,11024,5,1
0.095,0.285,0.115,0.07,0.17,0.265,1714619,1,1
0.095,0.025,0.375,0.035,0.21,0.26,3052503,2,2
0.015,0.235,0.025,0.035,0.065,0.625,3052223,4,5
0.095,0.09,0.11,0.085,0.03,0.59,3052381,5,5
0.115,0.22,0.2,0.11,0.08,0.275,3052610,2,5
0.09,0.075,0.185,0.015,0.32,0.315,3052489,4,4
0.02,0.02,0.06,0.02,0.835,0.045,3052303,1,4
0.095,0.055,0.225,0.035,0.255,0.335,3052499,4,5
0.055,0.275,0.26,0.06,0.085,0.265,12475,2,1
0.085,0.06,0.355,0.045,0.195,0.26,3052480,2,2
0.03,0.36,0.155,0.005,0.135,0.315,3048175,5,1
0.005,0.495,0.025,0.035,0.03,0.41,3047385,5,1
0.205,0.015,0.135,0.43,0.17,0.045,67605,0,3
0.005,0.54,0.02,0.015,0.075,0.345,249583,1,1
0.03,0.43,0.235,0.01,0.07,0.225,3048184,1,1
0.085,0.065,0.305,0.035,0.17,0.34,3052470,4,5
0.07,0.07,0.075,0.035,0.015,0.735,3052413,5,5
0.025,0.405,0.1,0.005,0.04,0.425,11034,5,5
0.08,0.075,0.04,0.375,0.05,0.38,3049953,3,5
0.015,0.395,0.085,0.01,0.055,0.44,3048459,5,5
0.04,0.44,0.13,0.0,0.055,0.335,60877,5,1
0.21,0.1,0.43,0.05,0.085,0.125,72149,0,2
0.425,0.075,0.05,0.21,0.14,0.1,2003652,0,0
0.055,0.28,0.16,0.14,0.085,0.28,11318,1,1
0.22,0.06,0.07,0.265,0.005,0.38,3052384,5,5
0.245,0.065,0.18,0.225,0.14,0.145,147712,3,0
