prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.012201438,0.009820024,0.05244971,0.87485075,0.043403555,0.0072745215,3052557,respiratory,respiratory
0.033137295,0.2642559,0.009419653,0.012619232,0.017692052,0.66287583,11020,viraemic,viraemic
0.42938974,0.0015050947,0.021308534,0.53714734,0.0034226326,0.0072266595,138951,gastrointestinal,respiratory
0.007474509,0.017424459,0.0031529344,0.0045191017,0.0035305263,0.9638985,40058,viraemic,viraemic
0.016847959,0.40133116,0.07866925,0.009158373,0.011199015,0.4827942,204269,neural,viraemic
0.20203549,0.0062974235,0.6091321,0.04274266,0.033007108,0.10678525,3052480,other,other
0.034190234,0.071151175,0.07643044,0.019332508,0.01702047,0.78187513,3052518,systemic,viraemic
0.011163412,0.023031037,0.946527,0.0060512763,0.0058468836,0.007380356,2846071,viraemic,other
0.0135793295,0.0035516787,0.94622463,0.028608212,0.0030376206,0.0049984655,11676,other,other
0.009411935,0.0363459,0.009518421,0.009888299,0.8879712,0.046864223,3052460,systemic,systemic
0.0029108475,0.9254079,0.007781843,0.001937536,0.04831633,0.013645556,249583,neural,neural
0.054538976,0.08546199,0.033395603,0.056105886,0.48003045,0.29046714,3052461,systemic,systemic
0.009716599,0.0025206713,0.9633637,0.013277066,0.002346593,0.00877535,11709,other,other
0.009712127,0.0074200686,0.91462195,0.03559719,0.023527492,0.009121172,194441,other,other
0.0027099918,0.50392604,0.0024340362,0.0015166488,0.0016350817,0.48777822,3052463,viraemic,neural
0.0057296897,0.89818627,0.0026161603,0.0025933564,0.0032495065,0.087625004,60877,viraemic,neural
0.96989465,0.013671538,0.005724346,0.0045222645,0.0030630531,0.0031241395,1821750,gastrointestinal,gastrointestinal
0.0035923717,0.04312238,0.0025108592,0.002161373,0.026429374,0.9221836,1972576,neural,viraemic
0.002090868,0.97238016,0.001512402,0.0017555702,0.00781734,0.014443701,11292,neural,neural
0.08767315,0.060678847,0.00919514,0.026131388,0.75164866,0.06467278,3052560,systemic,systemic
0.0087403925,0.81507546,0.0056048115,0.0060366252,0.07633661,0.08820609,3051375,viraemic,neural
0.014413562,0.079615034,0.03281098,0.020396898,0.01854511,0.83421844,3052537,viraemic,viraemic
0.027569786,0.011332022,0.018456923,0.6779902,0.02355607,0.241095,694009,respiratory,respiratory
0.008339279,0.005929385,0.007637763,0.40280992,0.006935218,0.5683484,3052456,viraemic,viraemic
0.012229803,0.027552588,0.021011923,0.47888422,0.009279849,0.45104164,3052401,viraemic,respiratory
0.79243624,0.004022821,0.020728434,0.01361901,0.003587363,0.16560617,1239565,gastrointestinal,gastrointestinal
0.30197695,0.020739721,0.13157022,0.4254292,0.024685033,0.09559887,67605,gastrointestinal,respiratory
0.005303685,0.2053002,0.0064992234,0.0036659245,0.004164377,0.7750666,3052468,neural,viraemic
0.018581973,0.84011936,0.023389911,0.006318686,0.008868471,0.102721535,59301,viraemic,neural
0.053478036,0.0053751357,0.03537004,0.8201479,0.08061457,0.0050143576,463676,respiratory,respiratory
