prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.07,0.028,0.768,0.134,1980456,respiratory,respiratory
0.304,0.044,0.028,0.624,1972579,vector,vector
0.286,0.25,0.006,0.458,12110,direct contact,vector
0.144,0.054,0.038,0.764,3052444,vector,vector
0.112,0.098,0.658,0.132,3052314,direct contact,respiratory
0.098,0.15,0.324,0.428,12092,faecal-oral,vector
0.07,0.044,0.002,0.884,11033,vector,vector
0.116,0.044,0.006,0.834,332097,vector,vector
0.092,0.104,0.21,0.594,3048300,respiratory,vector
0.052,0.088,0.022,0.838,40053,vector,vector
0.442,0.088,0.018,0.452,3049953,direct contact,vector
0.082,0.042,0.008,0.868,3046277,vector,vector
0.18,0.516,0.126,0.178,2003651,faecal-oral,faecal-oral
0.168,0.186,0.222,0.424,1239573,faecal-oral,vector
0.314,0.064,0.008,0.614,3048175,vector,vector
0.066,0.06,0.048,0.826,3052431,vector,vector
0.668,0.03,0.054,0.248,90961,direct contact,direct contact
0.248,0.05,0.006,0.696,2955291,direct contact,vector
0.266,0.062,0.064,0.608,2955935,direct contact,vector
0.43,0.152,0.074,0.344,3052440,vector,direct contact
0.202,0.06,0.002,0.736,3048170,vector,vector
0.044,0.026,0.006,0.924,11029,vector,vector
0.094,0.07,0.578,0.258,3052498,respiratory,respiratory
0.01,0.002,0.002,0.986,3048158,vector,vector
0.212,0.044,0.008,0.736,11569,vector,vector
0.468,0.036,0.016,0.48,11723,direct contact,vector
0.578,0.272,0.024,0.126,194441,direct contact,direct contact
0.352,0.364,0.052,0.232,1678143,faecal-oral,faecal-oral
0.156,0.102,0.668,0.074,3052474,respiratory,respiratory
