prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.059526235,0.23380643,0.29304034,0.413627,290028,respiratory,vector
0.0015350627,0.0018743788,0.002085164,0.99450535,60876,vector,vector
0.9969683,0.00082360004,0.000827266,0.0013808374,3052345,direct contact,direct contact
0.14603361,0.003990428,0.019053243,0.8309227,40053,vector,vector
0.9252858,0.0101231495,0.008839092,0.055751953,11676,direct contact,direct contact
0.101409875,0.36970797,0.034118485,0.49476373,12092,faecal-oral,vector
0.16594227,0.045975324,0.055012062,0.7330704,204269,vector,vector
0.021965772,0.0128353,0.006098203,0.9591008,3052456,vector,vector
0.047523696,0.01059805,0.9002138,0.041664463,3052493,respiratory,respiratory
0.0026261946,0.0021950998,0.002450786,0.992728,11036,vector,vector
0.9863469,0.0035919254,0.00434929,0.005711851,3052223,direct contact,direct contact
0.041775864,0.09254681,0.19721438,0.66846293,1933191,vector,vector
0.47859842,0.15194419,0.036013555,0.3334438,2956252,faecal-oral,direct contact
0.7050695,0.11346109,0.15544581,0.026023624,11983,faecal-oral,direct contact
0.44894215,0.0045409985,0.005366615,0.5411502,3052465,vector,vector
0.14504313,0.030099077,0.033663828,0.79119396,3052397,vector,vector
0.25949293,0.13875154,0.14580043,0.45595515,694009,direct contact,vector
0.92086524,0.028608125,0.027128393,0.023398248,338079,direct contact,direct contact
0.06935422,0.8812024,0.0048297467,0.044613596,35612,direct contact,faecal-oral
0.0768656,0.008894582,0.020415029,0.89382476,3052431,vector,vector
0.046472203,0.0018847993,0.0017482928,0.9498948,3048158,vector,vector
0.06435523,0.015215334,0.013446424,0.906983,1972579,vector,vector
0.14493963,0.3229677,0.24552596,0.2865667,694003,respiratory,faecal-oral
0.62504286,0.009476705,0.01805655,0.34742394,11318,vector,direct contact
0.0030290305,0.0028464391,0.009290732,0.9848337,3047817,vector,vector
0.99034226,0.004880638,0.0016027975,0.0031743413,3049953,direct contact,direct contact
0.09033104,0.017724786,0.016282475,0.87566173,2955291,direct contact,vector
0.8306073,0.051941913,0.028913047,0.088537775,72149,faecal-oral,direct contact
0.0024305282,0.005268177,0.9839379,0.008363332,3052303,respiratory,respiratory
