prob_0,prob_1,prob_2,prob_3,taxid,true,pred
0.51473224,0.011878934,0.4367042,0.036684655,3052325,respiratory,direct contact
0.094359525,0.09705682,0.62500495,0.18357864,1933191,vector,respiratory
0.25182262,0.21113908,0.029175565,0.50786275,138950,direct contact,vector
0.036963105,0.015868695,0.0124139525,0.93475425,1933190,vector,vector
0.91305697,0.013129857,0.04861921,0.025193932,11676,direct contact,direct contact
0.039117225,0.92423373,0.012007416,0.024641601,2003649,faecal-oral,faecal-oral
0.0017026371,0.001724291,0.0007856713,0.99578744,3048447,vector,vector
0.29575902,0.045123857,0.31418455,0.3449326,3052514,vector,vector
0.012924481,0.09147553,0.86551976,0.030080223,290028,respiratory,respiratory
0.0040870323,0.004568054,0.003660465,0.98768437,60877,vector,vector
0.8191794,0.096326776,0.03783587,0.04665789,3052459,direct contact,direct contact
0.039472096,0.021896545,0.044077463,0.89455384,11569,vector,vector
0.25766146,0.4656403,0.07193109,0.20476715,36427,faecal-oral,faecal-oral
0.046539765,0.10033297,0.15638581,0.69674146,693997,faecal-oral,vector
0.0016542841,0.0024118035,0.0016273039,0.9943066,2083198,vector,vector
0.027712842,0.014005171,0.012827873,0.9454541,3052381,vector,vector
0.8131094,0.014012498,0.01631655,0.15656154,3052223,direct contact,direct contact
0.9620087,0.019081598,0.012251195,0.0066585694,194443,direct contact,direct contact
0.29494736,0.044348292,0.120564,0.5401404,2955291,direct contact,vector
0.70783055,0.0023445,0.0025618055,0.28726313,3052465,vector,direct contact
0.3557103,0.024426961,0.11852458,0.5013382,1933189,vector,vector
0.13290086,0.055528797,0.060992952,0.7505774,3052464,vector,vector
0.005703149,0.0039242012,0.9635296,0.026843019,3052489,respiratory,respiratory
0.0027221104,0.0017834721,0.0012594673,0.994235,3047385,vector,vector
0.0036780764,0.0023135599,0.002806288,0.9912021,3047395,vector,vector
0.78064144,0.03182128,0.054940015,0.13259727,11642,direct contact,direct contact
0.025565445,0.009472503,0.018296793,0.9466652,2955935,direct contact,vector
0.13692594,0.41893697,0.03485178,0.40928528,1239565,faecal-oral,faecal-oral
0.21176554,0.359572,0.1808192,0.24784327,1335626,respiratory,faecal-oral
